REVIEW_TOTALS,REVIEW_SENTIMENT,AGGREGATION_DATE,WOW,DATE_SENTIMENT_ID
155,neutral,2016-03-06,0.0,829b6cb2db6e12394742d52008f65d26
122,neutral,2016-03-07,-19.74,39ab380baadad77cec6414e991d6f162
126,neutral,2016-03-08,-18.18,48cab07a59210d69cd9679da6ffbf2a9
123,neutral,2016-03-09,-19.61,575e665d18b6e80f549c70eb84599127
149,neutral,2016-03-10,-5.7,fd7bfe43d0bd5aa036e698bf2ad3a26b
169,neutral,2016-03-11,6.96,fd7cdf096ab2e89a157e75c0db074bec
185,neutral,2016-03-12,19.35,260208c9f68efbddf3047282cbf91c6d
202,neutral,2016-03-13,65.57,0f1bb55fb485ff3f7ddf042b084ce9e2
203,neutral,2016-03-14,61.11,24f1b201415e1623e0184575565eeb03
223,neutral,2016-03-15,81.3,48a5ee6a283cacbf03fd159ca1d89cfd
237,neutral,2016-03-16,59.06,f21972bd9eb008f1d158981b4c8282e9
223,neutral,2016-03-17,31.95,a0d54fa04d30973c4f908833e8b7f301
196,neutral,2016-03-18,5.95,60d3a1f2292d37c39844e62cb111a99d
172,neutral,2016-03-19,-14.85,049db0d8e43ac5afe403923b24df90c9
161,neutral,2016-03-20,-20.69,3fa5ed67b53b16a2f41ab1c8c3710fd4
165,neutral,2016-03-21,-26.01,648169d46dad42e53a8b82ba12d72e69
162,neutral,2016-03-22,-31.65,1eb4c51f1b482b37c264784fdf662f08
165,neutral,2016-03-23,-26.01,0a7b7fe5afa7850d8e752bb7bdd2956b
165,neutral,2016-03-24,-15.82,1a85dbdf92d8bf747c7909b905c8b1ef
182,neutral,2016-03-25,5.81,8cc96a758f7ab45d150058aacab5a534
191,neutral,2016-03-26,18.63,8f3ee91abc2c4a5c2f390bf1b2740d18
188,neutral,2016-03-27,13.94,105496ab9f146bdd8321004e6afa2142
191,neutral,2016-03-28,17.9,87308100420533b7c2cde88e6b4c3e55
206,neutral,2016-03-29,24.85,c3903e35c07b5e4ca544e3d40f48c2ef
231,neutral,2016-03-30,40.0,2d2ef7e1d0a9a9b04978cf37272ffa86
230,neutral,2016-03-31,26.37,98a4f9fdcc3188da162b383a06191433
243,neutral,2016-04-01,27.23,596468308620a4707e450b9135569aeb
266,neutral,2016-04-02,41.49,a0f281a88f27ed9a18b2b5f5d66c03dd
243,neutral,2016-04-03,27.23,cd25be9488703aab7bcba26c02570312
273,neutral,2016-04-04,32.52,daa7c9d294d2155dd64c5fcdfd0a13f2
248,neutral,2016-04-05,7.36,d25d4b1d13d7cdf6ec9cc5ccb4187fae
225,neutral,2016-04-06,-2.17,a685b64e35221bfecfc037f6c3cf20fb
221,neutral,2016-04-07,-9.05,6e7626734bce7665b310880e9cc97f95
208,neutral,2016-04-08,-21.8,f05b904ef97ed3a02e0bce54e13668b1
189,neutral,2016-04-09,-22.22,27300d568f1c45b56c533c0cfc616627
216,neutral,2016-04-10,-20.88,14781b4d73305c18dd6e45c94d34dd11
242,neutral,2016-04-11,-2.42,12a271070ce319473f64b10dc8b032e7
226,neutral,2016-04-12,0.44,ff096430248a1559dcc8dd239af1a0a6
210,neutral,2016-04-13,-4.98,7c2a4ab5043355be7648cb5c2721747e
208,neutral,2016-04-14,0.0,9d43be8795130f5f3a05f32235447dd9
207,neutral,2016-04-15,9.52,6d90ee349919df6113dd5685abd1989a
209,neutral,2016-04-16,-3.24,4b3313ba19da9a297c54f74ce1a848df
236,neutral,2016-04-17,-2.48,9fa09164649b6b88434590c5a8cba497
212,neutral,2016-04-18,-6.19,346cb91f0d82c7979fc72e77d9b2c5fc
205,neutral,2016-04-19,-2.38,3faadea49fe004f3379331a1ce58183f
212,neutral,2016-04-20,1.92,4a623e60c196072fc1e26598ab469daa
220,neutral,2016-04-21,6.28,ebe92121562fcb885b37bd3b03ec5b73
219,neutral,2016-04-22,4.78,a476afe1cf52f260f0cf0cf9d2e937df
219,neutral,2016-04-23,-7.2,dfa0af3c20fe4a9ee2fb5e184272f0d0
205,neutral,2016-04-24,-3.3,a75950f03fc6a7e1e50508f9bb9d9d03
207,neutral,2016-04-25,0.98,45bd6a77d2bc4c32cc190d7ca044ec00
216,neutral,2016-04-26,1.89,df1cc74f715b8cc5e689d15f0d091f9a
220,neutral,2016-04-27,0.0,ac6a0d5a83c298f21c384f7c6deb0be4
224,neutral,2016-04-28,2.28,4ed0d60503138ca3171f6b35d15e59aa
232,neutral,2016-04-29,5.94,66ce37ea8243bb645428788d6b64cf53
229,neutral,2016-04-30,11.71,d2606cc2ea22ebf7678593ee1a474730
228,neutral,2016-05-01,10.14,692417403c93f2fd90a942f342191cb5
215,neutral,2016-05-02,-0.46,c0cdaf71d481b300ca229ad56505cb88
211,neutral,2016-05-03,-4.09,5649aae30ae44a27f35cabbf1b7e845b
226,neutral,2016-05-04,0.89,1c4275706d86e0592f2fb3f139fc5c81
233,neutral,2016-05-05,0.43,b137c514365fdd75d96159864e5aec36
236,neutral,2016-05-06,3.06,453e4c71ef096ad7a57127e47ee2424a
254,neutral,2016-05-07,11.4,ec4723bb65cc281d4b66ddb12ed47f3f
314,neutral,2016-05-08,46.05,12a24278b4bbd8ed44089800446fa8aa
343,neutral,2016-05-09,62.56,91927e70d2eb1fed0ece492b3e3976a4
346,neutral,2016-05-10,53.1,4592533d226edd67815a75c0e0228b42
319,neutral,2016-05-11,36.91,ad6f7738a4bf42f4b6b89d2657c13aad
308,neutral,2016-05-12,30.51,01b0965834355bdca99a36eab8373823
304,neutral,2016-05-13,19.69,f16104c503406c1ec967ff2df580bd14
281,neutral,2016-05-14,-10.51,e2f3086d6c6b8e7bba336804cf33908b
205,neutral,2016-05-15,-40.23,7a62e0b40eb0084952316c74341de982
220,neutral,2016-05-16,-36.42,f51bdd6f07e8073d479e5c66799e3f4d
253,neutral,2016-05-17,-20.69,53f73d685c50e0642a7c83bff9732112
275,neutral,2016-05-18,-10.71,18117c4ef2a621d273802c6d988f0b33
274,neutral,2016-05-19,-9.87,58c2a44695613af2d2c8ac5159c64f80
264,neutral,2016-05-20,-6.05,4c6a97b8c79829a9ad2d1b6eb4366e56
271,neutral,2016-05-21,32.2,9519e4841f9fff995128a9bac6f28d4e
304,neutral,2016-05-22,38.18,9fe20c4231e33332b0e25214667c329e
284,neutral,2016-05-23,12.25,5276335097cd0296f517eb521ac7f147
257,neutral,2016-05-24,-6.55,06e239d4e63a0c054f52c538bef7ce2d
241,neutral,2016-05-25,-12.04,6b3718f8e878d84aa950e4f8299b8354
241,neutral,2016-05-26,-8.71,8729f437f2ca76cc55247990158abafa
248,neutral,2016-05-27,-8.49,2bf5773b40acc58d9614fa31ee6b47d6
249,neutral,2016-05-28,-18.09,801aa25a5b1a9ef1967597bd25e0cff2
253,neutral,2016-05-29,-10.92,2a4f99a39e6c7eeb44326de8af5ab035
240,neutral,2016-05-30,-6.61,afad7beaeaeff97f455eeafd9ed3a25c
239,neutral,2016-05-31,-0.83,73f1a5a38633cf256c9ab47ac3389210
241,neutral,2016-06-01,0.0,e4d437d82f9b03e9c99475fc4cb8bb5a
241,neutral,2016-06-02,-2.82,ca646b2e86419c93986aa14ece398d50
247,neutral,2016-06-03,-0.8,4e5c3f30038175933fe491d7ba6aaf8d
253,neutral,2016-06-04,0.0,5fe6c4e3a08ca4436ef7fcec2b9ec72c
243,neutral,2016-06-05,1.25,59e3cce2a46ce9987504c080bf35c391
257,neutral,2016-06-06,7.53,3058f5e2aefe64eacefb9344681b988e
260,neutral,2016-06-07,7.88,f7db4dca0be8a4cc08037e9c5ef8592e
255,neutral,2016-06-08,5.81,47db3c45184c552072cc4e82949638c7
260,neutral,2016-06-09,5.26,e3d4fbfe7ea8a24d07610c4c9b31b88f
258,neutral,2016-06-10,1.98,42e92388be415cd51a240a6757650b39
248,neutral,2016-06-11,2.06,2bb0493cb02f86ee21d02c310d890c06
241,neutral,2016-06-12,-6.23,83ff7416563bdbb6fc92059cc243be40
221,neutral,2016-06-13,-15.0,dbdb09665467686021d23b81220ba536
213,neutral,2016-06-14,-16.47,d6ea73e88d7b0f0ecc24452e76ccf062
225,neutral,2016-06-15,-13.46,c96c587d2d4beadd62eaf72fe8220107
221,neutral,2016-06-16,-14.34,a2f58fccfe4f34458a72aabb8e0416c9
216,neutral,2016-06-17,-12.9,57e506a75488dea0c933eb5434c120b4
218,neutral,2016-06-18,-9.54,c0c2d0fc0a0e313dfb5b5741bb9fecc0
215,neutral,2016-06-19,-2.71,fbf18a763fdcbe7ba1962df1576a8c86
223,neutral,2016-06-20,4.69,10cd3b59b0e759a5807c8d4c4dc9c949
229,neutral,2016-06-21,1.78,3b34dc7cea7001a5d1e51cbd820a0fd3
224,neutral,2016-06-22,1.36,33ed18ac044abf2a73991c9199907479
228,neutral,2016-06-23,5.56,084bd3f9ac01364bbb88fa6032d27568
231,neutral,2016-06-24,5.96,b19f62c73a55c96bb6f1f732f241b04e
233,neutral,2016-06-25,8.37,faa79f9d01943ebbb0c776bc40ca5019
255,neutral,2016-06-26,14.35,fcbdfd2c5b810f338ae075a6e264adfd
268,neutral,2016-06-27,17.03,0ffb2a4ccc71b2e6b57966810bd0f670
275,neutral,2016-06-28,22.77,cdc63241c98c9f8b911ec3d3eaf69069
271,neutral,2016-06-29,18.86,c71ec25f73f196528d01b1cc36040e29
309,neutral,2016-06-30,33.77,8413e070c655e5ac5c4562c329bda575
346,neutral,2016-07-01,48.5,d87b4e106121349b410ff9192456be56
354,neutral,2016-07-02,38.82,6672a8e928a84e63c4c03881c1febd88
339,neutral,2016-07-03,26.49,60970043eb7ca1bd8902d99301a66ef6
326,neutral,2016-07-04,18.55,eb27eb9e0e4097a89055c0f27e676285
317,neutral,2016-07-05,16.97,26286778c6b6238d2be42f7638797852
320,neutral,2016-07-06,3.56,bc69e926a5ff1a73fb8177108d10fc01
277,neutral,2016-07-07,-19.94,a3329ac83f3fc9761c525c1027cf0dc2
243,neutral,2016-07-08,-31.36,b1fcfc0231872ef23a6b4cce4734c4cb
236,neutral,2016-07-09,-30.38,61e477f060e6d2a6a01e1bb4eb4cac34
225,neutral,2016-07-10,-30.98,fd4cc440b6b94fe93948cef29d020a36
223,neutral,2016-07-11,-29.65,ae9b81632cc9bebdf77505efbb302cc6
228,neutral,2016-07-12,-28.75,3483ca2d03029feac14317782c52df85
235,neutral,2016-07-13,-15.16,1b653a8853fdec54dd60010b003d9486
236,neutral,2016-07-14,-2.88,ae173e29f2df248479e8bd14b7cd95de
243,neutral,2016-07-15,2.97,7921c2fa1901434746a1ebb5f4e1c0ee
251,neutral,2016-07-16,11.56,14ef59d60df54c6919e1a0fbbc177838
260,neutral,2016-07-17,16.59,d728905421d2cd7ba5d0234fda3e35a6
271,neutral,2016-07-18,18.86,ec31b7f38463992924c5ac18684780df
272,neutral,2016-07-19,15.74,46a133dcb30717126f6d6a641d401856
265,neutral,2016-07-20,12.29,e033f3e6e179220d87be815c68e41662
269,neutral,2016-07-21,10.7,f0c10d95dc1214a214496c2e2fe1e172
249,neutral,2016-07-22,-0.8,b189b6db9c8cb4ff293891dd8e5c5ab6
236,neutral,2016-07-23,-9.23,39db193cbd753a8cb6bcea5e6ebd9317
230,neutral,2016-07-24,-15.13,422d6729e0148f9031e013cf82786bf5
236,neutral,2016-07-25,-13.24,1bad69a2c5ecae534b865822a0aefc95
236,neutral,2016-07-26,-10.94,46d225dad314a1997681196c3b1de39e
248,neutral,2016-07-27,-7.81,ef4d15904e84ae4aeaf1429dea42502e
252,neutral,2016-07-28,1.2,f29eec2d3eb8014b6a02bcaae344e404
275,neutral,2016-07-29,16.53,6e9b8fc655900bfaba7d52dce7fe8299
292,neutral,2016-07-30,26.96,c5ffbd887351b42111fc65354dfa73af
308,neutral,2016-07-31,30.51,738508733f8dbd34420d967ed2eacdab
304,neutral,2016-08-01,28.81,a4dd4598bd61dabf28228701a90d61fc
312,neutral,2016-08-02,25.81,b07091cb13df5fdcbdf9da748720f705
314,neutral,2016-08-03,24.6,f6cd332434947f79ef5cced3b8249cea
322,neutral,2016-08-04,17.09,1c6340d37f7384855c18934dff9c0004
319,neutral,2016-08-05,9.25,14ebda7a2a6dedf2a43a842332502d8e
323,neutral,2016-08-06,4.87,7cc588993d440ffb6ae79a3364602f00
305,neutral,2016-08-07,0.33,5b279a6fcd46de6914afc6cf35dbc64e
297,neutral,2016-08-08,-4.81,1ac21afb5df7a93b9d8c82a196ac10d0
303,neutral,2016-08-09,-3.5,965848c63fbf6aa6eb4f4c8b747b17bd
303,neutral,2016-08-10,-5.9,724a3e2afa82e96402fe7714c3b8a6ff
292,neutral,2016-08-11,-8.46,bb9daff0b6d898f2ab2275f4400b8414
297,neutral,2016-08-12,-8.05,3c52c5e750feeb567a93e2bd00610165
302,neutral,2016-08-13,-0.98,e074e13c3b75f111ea3e21ee923dca46
309,neutral,2016-08-14,4.04,7d43abc24b71b612c0785491b35b7ed3
311,neutral,2016-08-15,2.64,de25fb407e6504664c82339e9c5e87bc
315,neutral,2016-08-16,3.96,ff6ff85e11f4e8e70867ca7b75836310
326,neutral,2016-08-17,11.64,4673490edcd79c22a8bf7742a300a858
330,neutral,2016-08-18,11.11,0eadb4be57207ce4ac41dca010afb2d6
319,neutral,2016-08-19,5.63,1a1284476e6d0fc593a6833d71c2872a
307,neutral,2016-08-20,-0.65,71502e4cbb9749ffba1aa61d850f7e58
309,neutral,2016-08-21,-0.64,74706b1f8175d947b463aea7ee17b1d3
313,neutral,2016-08-22,-0.63,dc09e02f839b1bb7d6ac825d5cd61cef
308,neutral,2016-08-23,-5.52,751905ba99896694e3c3490bc331ea42
306,neutral,2016-08-24,-7.27,2ec911d25bc84877ef7ff17eb676ba06
300,neutral,2016-08-25,-5.96,8d0eae64e1eb17c9caadf73bf30167fc
302,neutral,2016-08-26,-1.63,154b51afcd032b3211082b2db16374cc
308,neutral,2016-08-27,-0.32,407024b8da54473a34ae48e26afad7a8
302,neutral,2016-08-28,-3.51,16e0e69ccffa9a199a34d9d100affc30
308,neutral,2016-08-29,0.0,e26f932c25aeb3b8a25f0fea6e65b96d
302,neutral,2016-08-30,-1.31,dbdc391b0f82709395341c85c25e7ec4
295,neutral,2016-08-31,-1.67,23e66cbc161dda3c4cf497b57961ad68
300,neutral,2016-09-01,-0.66,5509ad635209fbac2c446e4b269cd089
296,neutral,2016-09-02,-3.9,9d562fbdbdff12336a878418d5884dea
288,neutral,2016-09-03,-4.64,b00a75f2e3d53e600453b1553138ae12
305,neutral,2016-09-04,-0.97,cd96040991f1de5b60ce4351763fe844
323,neutral,2016-09-05,6.95,c9a608a33809f62383fa00e65c197451
336,neutral,2016-09-06,13.9,229a7d1bbabcedba6c4cc2e5ee2d69cd
347,neutral,2016-09-07,15.67,e93ce3e00b9b9885a2a0b58b38a26dd0
356,neutral,2016-09-08,20.27,f0c1ba2a88035a91c05688e908293d92
374,neutral,2016-09-09,29.86,d2e2d5788cfb19e1d570fd0e0d7de879
381,neutral,2016-09-10,24.92,51535faa8c8727ec85ac53ae360bbebd
371,neutral,2016-09-11,14.86,c9a2be151d70db3795b14126c5ca6f4c
364,neutral,2016-09-12,8.33,645d61595ca3c9bf05ff001055b4c168
371,neutral,2016-09-13,6.92,aab4dd5c6b2c3f958cf18ba7f714b8cf
356,neutral,2016-09-14,0.0,ead6d894b3ace8ae8fb4a6e56e36d606
367,neutral,2016-09-15,-1.87,af25de3929722634596434b97888f9e2
346,neutral,2016-09-16,-9.19,8d482b4b6028c175d7264dd2a843905a
337,neutral,2016-09-17,-9.16,5fddf070f4aa64eaa0f5e4ea125fc860
342,neutral,2016-09-18,-6.04,f85b0be0bb9075e83fd31e772714b81d
332,neutral,2016-09-19,-10.51,13f343b56e749ec4ae60ed05ebfdc0f2
316,neutral,2016-09-20,-11.24,a74948bbcbab2ae2a012420bf6d302ca
328,neutral,2016-09-21,-10.63,e83c9a584db49eba575fef3754cc907f
336,neutral,2016-09-22,-2.89,797d3f42485b1f098e9cc3069575debc
382,neutral,2016-09-23,13.35,519da00cae96c0640a422765768ea03d
422,neutral,2016-09-24,23.39,53b2d23e729ec09fbcf82553cba1e365
426,neutral,2016-09-25,28.31,44d92ff25c529bdfb2181ed55e7eb3d3
461,neutral,2016-09-26,45.89,294d0350268d0fe71722983ebbef57f8
483,neutral,2016-09-27,47.26,f1150b59307ec0f18538d6b65e215d85
477,neutral,2016-09-28,41.96,6077f9f26c522a031df518f9b9a11ed8
453,neutral,2016-09-29,18.59,55808e6f0c41057a4ed007ac90694530
418,neutral,2016-09-30,-0.95,96aaa23d156b461df65954a81a711414
382,neutral,2016-10-01,-10.33,fdfc2d19b9ab05d813c11e81b3f7eb50
403,neutral,2016-10-02,-12.58,62482e60f8fb88ad461b0fa6a99877aa
371,neutral,2016-10-03,-23.19,6fbe0ba8693e56c9534a9849418fd790
357,neutral,2016-10-04,-25.16,8a3392d54847fa139e6216731610eaf7
341,neutral,2016-10-05,-24.72,3d24dfbebf02f28d8b4d9b767342cbfc
341,neutral,2016-10-06,-18.42,1b5ec94ceca446b55ef9665861a0e33d
330,neutral,2016-10-07,-13.61,fe32f2151f81627297605feb9b0dbfe5
321,neutral,2016-10-08,-20.35,18f254c54b3f7e181aaa0637bc898f5b
288,neutral,2016-10-09,-22.37,699bf25e07af7ee1ed3b8ecf824aa7f4
280,neutral,2016-10-10,-21.57,ab54f71da76949eaff28a44e98074bcb
259,neutral,2016-10-11,-24.05,f3e4ae828fbd9462261a4bf3bb6aa049
266,neutral,2016-10-12,-21.99,6a91bec63dd7a6ec7e426f3f1f6dba6e
260,neutral,2016-10-13,-21.21,3dff7fe5be4eddc9d572fa3b2c4b4956
268,neutral,2016-10-14,-16.51,625523cd8cfd8a1acb69c9836dde2d3e
268,neutral,2016-10-15,-6.94,636304efb9d74e4dc450c67fcae1fe21
287,neutral,2016-10-16,2.5,49df6dcbf68a656780d47f03d2437609
281,neutral,2016-10-17,8.49,ccf14acd1e104435d7d2b7b2ce00c20f
292,neutral,2016-10-18,9.77,51c9b77b4096eb6530ea911fcd8c336f
281,neutral,2016-10-19,8.08,bfe061eb16ef82b080848dd1521d9335
291,neutral,2016-10-20,8.58,924487cd9b5dbba2175c8f597b5a6a2e
298,neutral,2016-10-21,11.19,6339e604a05d96b8a0da1ae8b6237ecf
310,neutral,2016-10-22,8.01,c8c04481d6a348b010ec9913dbd1f75f
314,neutral,2016-10-23,11.74,2f952a8049db622fa5880c16ab87b29d
320,neutral,2016-10-24,9.59,1f0dc3e3d1511a84dc50cd2a5485de5c
315,neutral,2016-10-25,12.1,2fc2f10dbc5e880063cd8f828558269b
324,neutral,2016-10-26,11.34,d2b9775482ca8d6653e552c9f648aa6c
307,neutral,2016-10-27,3.02,fc2d1c61a7a6f7cf807f02e81c11575b
314,neutral,2016-10-28,1.29,8db66d425e1c8203a9f52eacf5549c19
313,neutral,2016-10-29,-0.32,a83db970f5437b5a631c8b00925ce4d7
306,neutral,2016-10-30,-4.38,96ea2ffb94d00bb029da318751c64125
306,neutral,2016-10-31,-2.86,4ffa87c330d68dfe29f7cff22ae66a0d
331,neutral,2016-11-01,2.16,79f4bf47901d631a567792253b49626b
347,neutral,2016-11-02,13.03,4177fdef14855b35f3ceec9c8cb4ae1e
348,neutral,2016-11-03,10.83,56ca16ccd562e74f99a349cd735a87ab
335,neutral,2016-11-04,7.03,54234b801b69d4b15aacf23fd3058eb4
328,neutral,2016-11-05,7.19,459a2d3a8d677076001049bffab2f4b5
335,neutral,2016-11-06,9.48,afa45174236784b0a8a365a8ee288fb0
314,neutral,2016-11-07,-5.14,f984f10c13f235616d30989e86b55546
281,neutral,2016-11-08,-19.02,ef74666c3f57b67b75d32c65c7408d87
248,neutral,2016-11-09,-28.74,6ab9d5073424e849dd0cead2585f6086
241,neutral,2016-11-10,-28.06,11438cf460306922cd6c310634d5aff7
219,neutral,2016-11-11,-33.23,de384ee9b4bbc0a6831209078ac3b5bc
204,neutral,2016-11-12,-39.1,a87487fe42114a821a68641596b5656a
189,neutral,2016-11-13,-39.81,0f775e3a14b86f350e2e2e435f74a4ad
205,neutral,2016-11-14,-27.05,059ea985dab72ddca77fdf176115bf01
194,neutral,2016-11-15,-21.77,5a22389b65d4166fb9b3bd9efa200e85
200,neutral,2016-11-16,-17.01,b1395fb581d063073dfabb93420fa384
201,neutral,2016-11-17,-8.22,08dff79f0ab6693d7b576973cee40ac1
203,neutral,2016-11-18,-0.49,3f527622c9eed8857df289ac022c7cb4
197,neutral,2016-11-19,4.23,33b03ca188064a8411f7ede602eea76d
194,neutral,2016-11-20,-5.37,b5f83228319c5ca2b274e66a801e051b
183,neutral,2016-11-21,-5.67,85f26a505cd1884853ebca67b6872193
182,neutral,2016-11-22,-9.0,0293d10a5dba7daf727c27a384b76abd
186,neutral,2016-11-23,-7.46,0bea0b10d45995d968ff8ac242506710
185,neutral,2016-11-24,-8.87,eb49a3d7e546df20cb9693000f79c2fe
189,neutral,2016-11-25,-4.06,feec736b49c06efb90ca00c7e7d79756
206,neutral,2016-11-26,6.19,71dba0dae610c43364b9284b4efb052a
226,neutral,2016-11-27,23.5,33f99e1dc7f1145d7e4c8888046f682d
235,neutral,2016-11-28,29.12,964ccfcc46ee1051d71fe3b3c09d7132
243,neutral,2016-11-29,30.65,9efe892872ceb6f93549f49997c28055
245,neutral,2016-11-30,32.43,3b035ad123a925ab7b3a3a1abdf94c62
249,neutral,2016-12-01,31.75,3a8b18207dd8e2c5e304ce7142569198
243,neutral,2016-12-02,17.96,8fbda3e24abb7f6b18fea1bcc96d3a26
235,neutral,2016-12-03,3.98,9e84d1a76ff64d5a2aeb0591ef08da8e
227,neutral,2016-12-04,-3.4,4ea08b80a17b86926e19348292f16973
211,neutral,2016-12-05,-13.17,d62075b49964cf7d85a0a3622645f8a8
216,neutral,2016-12-06,-11.84,8f5e51da3dd8765b988a270d252dde63
209,neutral,2016-12-07,-16.06,295b0c0bc02dfcbe7bbcafc4570af513
207,neutral,2016-12-08,-14.81,8159131ac80040f27ed8e58457887772
216,neutral,2016-12-09,-8.09,c261f1e3cc1485b2d96c00a639243377
229,neutral,2016-12-10,0.88,f1b8f8bbf70b680fcba9eb792fe6efca
247,neutral,2016-12-11,17.06,988047a4754dc444ec583b6d872ec86d
266,neutral,2016-12-12,23.15,3002e55c01a86ff68dfb3ff3bc11629b
256,neutral,2016-12-13,22.49,567c609bd6c32fe712026793d0357a12
254,neutral,2016-12-14,22.71,baaeb2defa2170d0d99cc39204249282
252,neutral,2016-12-15,16.67,f6b766899a0e293aec6676ae40b0f815
244,neutral,2016-12-16,6.55,f82f2657897c617770beab5cf6961ca0
235,neutral,2016-12-17,-4.86,9bd55f276ac9f2053341eeac7c9b5d2d
198,neutral,2016-12-18,-25.56,202f70b5b5ec079f3024e2b3e48a50ca
185,neutral,2016-12-19,-27.73,3f689130bd75db47aafa4b3eec9bbc55
186,neutral,2016-12-20,-26.77,07fdba84c3ca93c1fece70d46ba77bd5
195,neutral,2016-12-21,-22.62,a3bc2c08282d210e92eea9e9894644b9
200,neutral,2016-12-22,-18.03,db14ad0c183e2d6de7703fddafc53544
214,neutral,2016-12-23,-8.94,8c42cdf9a1dc1834d8d5886a1ce89717
201,neutral,2016-12-24,1.52,fc1f5cf95a5117693f36416f4d8eabb7
161,neutral,2016-12-25,-12.97,e8eafa65e41d5a29cc621415fdfcc81d
158,neutral,2016-12-26,-15.05,38469220d8e6af373c761fdfc26fb860
170,neutral,2016-12-27,-12.82,d8e879ae9e37f45a6d851c7f424db3cd
169,neutral,2016-12-28,-15.5,f9053dc1db2b1cd71dd3a1cfeebcacee
178,neutral,2016-12-29,-16.82,999cd047f1788eb5e12d574eed22c22e
200,neutral,2016-12-30,-0.5,f2f8251fa1df4bfce5418064b355b7b7
219,neutral,2016-12-31,36.02,9bfc50d2fcd6429789ffbd559be0f8d2
284,neutral,2017-01-01,79.75,9c04a3cd133c8dbb279ef906aeed15cb
340,neutral,2017-01-02,100.0,64ce7ef8178f947dc7d194354e2442dd
366,neutral,2017-01-03,116.57,8805a7d3052ffd4c8b10821e18001036
385,neutral,2017-01-04,116.29,aed3c36b8469883dc0b61c8bf5fe3d52
386,neutral,2017-01-05,93.0,d574c3bec17c6d58f31fcb5ae2d7ec65
373,neutral,2017-01-06,70.32,3690c0e003841ce672dc30fc7104e9d1
368,neutral,2017-01-07,29.58,db250126dce7f6f5d4ecdb65ae3e30ce
340,neutral,2017-01-08,0.0,0f687f386636fd9298c485c43af2ffe4
275,neutral,2017-01-09,-24.86,890f5141729f3b114205a8d5b3ed459f
236,neutral,2017-01-10,-38.7,b3fdb5abdcc0502c7039092ab8d5aca5
205,neutral,2017-01-11,-46.89,5fd35f0367122c32f2833ba9f6fb099a
186,neutral,2017-01-12,-50.13,e7b9bfe7381abf6015f77a105ea8a4bd
163,neutral,2017-01-13,-55.71,c17130c46533427ce534a4cd2a72230e
154,neutral,2017-01-14,-54.71,bc25707e3f32a3848a3b786393fc8133
149,neutral,2017-01-15,-45.82,beb6f515c567e00dae73a6bb3cb9411a
147,neutral,2017-01-16,-37.71,5577f1785daaaa6d5dec9f7c1a149bbb
146,neutral,2017-01-17,-28.78,116c6b57b04abd864de29a935d0d32bc
145,neutral,2017-01-18,-22.04,efd6791f95a6b96772fef8cbe8209408
159,neutral,2017-01-19,-2.45,f96c6776a558d1753a89c7655cffd25f
173,neutral,2017-01-20,12.34,071838b588f88cf68b6b0c9c41d969d1
175,neutral,2017-01-21,17.45,a2a08ac95d4bdc80eeafcb35a0ca7a40
180,neutral,2017-01-22,22.45,5b271c61e0f4bd6bab820d3fd3c32f22
190,neutral,2017-01-23,30.14,3b6bf9761efe3d7d7659e7fd4976426a
186,neutral,2017-01-24,28.28,c2b38b810f144e20465d72593c5070ee
191,neutral,2017-01-25,20.13,2997306f5b3a9ea74f567d79ab23a5eb
185,neutral,2017-01-26,6.94,ba77029919997b66da09c807c3a29d19
174,neutral,2017-01-27,-0.57,4e6f041af3b1e5965783c4805dce7500
168,neutral,2017-01-28,-6.67,798f316d80df2a4f0d62ae2a9c6f5db9
180,neutral,2017-01-29,-5.26,8487c17529e21052c9961ce934c57352
187,neutral,2017-01-30,0.54,67ec44ab53a996749d8c232fcdf71123
200,neutral,2017-01-31,4.71,ed0dbf487f458fc65bc1cf991e64c307
200,neutral,2017-02-01,8.11,2e74f348276de226d256f01f9850521c
189,neutral,2017-02-02,8.62,16b8ac81e2825afb003b3e1d6cd9d981
189,neutral,2017-02-03,12.5,fe0082ed6dce6e384646f10e8ecb7758
198,neutral,2017-02-04,10.0,e1bf216198541fbdf4cfd18dc8b90ccc
179,neutral,2017-02-05,-4.28,4b401439e54d7388ebaeb7904cdb0a65
173,neutral,2017-02-06,-13.5,3db11ff7026cb687138c340472c47b2f
155,neutral,2017-02-07,-22.5,029378262cdb9512b48f39a2b5d9a145
161,neutral,2017-02-08,-14.81,ad3cbec3b04a8e2e558e4f73119d956a
176,neutral,2017-02-09,-6.88,9fcaf1b7412b519ba5dab2b717d2a7b7
210,neutral,2017-02-10,6.06,435814d2249ea504febc863c964455b6
211,neutral,2017-02-11,17.88,e0793e54377005646732d74de891ec6d
222,neutral,2017-02-12,28.32,21659d45869a19f45b92a50e7fb35387
227,neutral,2017-02-13,46.45,74aefa48db89b1358de6f06855fab266
238,neutral,2017-02-14,47.83,f866a91bca1adbacf2e087c45bdfc31c
251,neutral,2017-02-15,42.61,5670d586eca462760c733f7e6f28d759
256,neutral,2017-02-16,21.9,c8464fd872a330a636dbefed27361e90
241,neutral,2017-02-17,14.22,a947a730cf898480e3ec06c33720ac96
247,neutral,2017-02-18,11.26,960cbfff8b5a2079dfb44f729f80d7ba
253,neutral,2017-02-19,11.45,99c139109bcfc2d71cd9452778b69cd8
