LISTING_ID,LISTING_NAME,MINIMUM_NIGHTS,HOST_ID,ROOM_TYPE,PRICE,CREATED_AT,UPDATED_AT
30227271,Cozy Wohnung am Mauerpark,4,80214104,Entire home/apt,38.000,2019-04-12 02:10:59,2019-04-12 02:10:59
30227874,"Modern, cozy and quiet flat right at Mauerpark!",2,181672745,Entire home/apt,120.000,2019-01-22 05:52:11,2019-01-22 05:52:11
30230330,"STUDIO ""Etude in Grautönen""",1,224691394,Entire home/apt,57.000,2018-11-17 02:33:04,2018-11-17 02:33:04
30231252,Cozy and spacious Studio in the Heart of Berlin,2,227034714,Entire home/apt,70.000,2018-12-06 05:40:54,2018-12-06 05:40:54
30239816,Miniloft Mitte Apartment Hotel: Compact Studio,2,342965,Entire home/apt,142.000,2018-11-26 11:47:16,2018-11-26 11:47:16
30242176,*Sunny Cozy Central Apartment close to subway*,30,147017679,Entire home/apt,63.000,2018-11-23 17:21:50,2018-11-23 17:21:50
30247369,Wohntraum in Friedrichshain - Samariterkiez,2,65801170,Entire home/apt,75.000,2019-05-02 13:50:52,2019-05-02 13:50:52
30250090,Ganze Wohnung direkt an der S-Bahn Station,12,29385449,Entire home/apt,30.000,2018-12-05 23:55:54,2018-12-05 23:55:54
30252080,Top located apartment in Kreuzberg,2,70192770,Entire home/apt,40.000,2018-12-18 22:40:03,2018-12-18 22:40:03
30259491,A Mid-century Modern Apartment on the River,92,12360,Entire home/apt,59.000,2019-10-05 19:01:43,2019-10-05 19:01:43
30259914,Charming Private Home Berlin Kurfürstendamm,3,75338178,Private room,95.000,2018-12-23 00:46:17,2018-12-23 00:46:17
30261383,"Reduced: Sat-Tues Sunny, spacious Berlin home",3,5895821,Entire home/apt,79.000,2019-07-01 20:09:33,2019-07-01 20:09:33
30267264,Helles Apartment im Herzen von Prenzlauer Berg,3,18906856,Private room,89.000,2018-12-15 06:42:17,2018-12-15 06:42:17
30278779,Lovely room in Wedding,1,40097900,Private room,20.000,2021-10-30 01:12:20,2021-10-30 01:12:20
30280405,Have the nicest room in our shared flat,2,37385010,Private room,28.000,2018-11-25 18:28:40,2018-11-25 18:28:40
30280522,Nice and cosy room in Neukölln,1,24926087,Private room,35.000,2020-07-28 10:21:18,2020-07-28 10:21:18
30280584,Charmantes Altbauzimmer im Herzen von Schöneberg!,2,7886166,Private room,45.000,2019-01-29 06:23:46,2019-01-29 06:23:46
30281099,Big private room in central Berlin!,1,128420129,Private room,30.000,2018-11-29 16:14:11,2018-11-29 16:14:11
30283046,23m^2 room Berlin Charlottenburg near the centrum,20,227441080,Private room,17.000,2021-10-21 12:40:28,2021-10-21 12:40:28
30283227,"Bright, quiet and cozy room in Steglitz",2,198564506,Private room,35.000,2018-11-22 09:22:40,2018-11-22 09:22:40
30288174,Central Home - Self Check In - High Speed Wifi,2,12377060,Entire home/apt,75.000,2018-11-27 05:14:18,2018-11-27 05:14:18
30288338,Zimmer mit Duschbad + Balkon 12/Z/AZ/002123-19,1,29788542,Private room,87.000,2021-11-06 11:51:58,2021-11-06 11:51:58
30289059,"Central, Calm - High-Speed Wifi - Close to Park",2,12377060,Entire home/apt,75.000,2018-12-05 09:50:04,2018-12-05 09:50:04
30290936,Apartment im Herzen von Prenzlauer Berg,3,127058481,Entire home/apt,50.000,2018-12-24 02:24:30,2018-12-24 02:24:30
30290944,"Beautiful, light-filled flat in Berlin Kreuzberg.",6,104487547,Entire home/apt,110.000,2019-04-25 23:50:29,2019-04-25 23:50:29
30300287,2 Rooms Apartment in Trendy District,7,17952846,Entire home/apt,60.000,2019-01-09 17:56:09,2019-01-09 17:56:09
30301876,Beautiful and Spacious Bedroom in Friedrichshain,14,9071107,Private room,27.000,2018-12-21 23:10:23,2018-12-21 23:10:23
30302081,Gemütliches Zimmer in kreuzberg :),4,227583617,Private room,35.000,2019-01-11 16:12:34,2019-01-11 16:12:34
30302255,Double bedroom with private bathroom center Fhain,2,9283835,Private room,50.000,2018-12-23 12:50:21,2018-12-23 12:50:21
30302887,Gemütliches Apartment in der City,60,8912086,Entire home/apt,79.000,2021-11-04 03:48:21,2021-11-04 03:48:21
30305470,Centrally located Apartment in Mitte,5,5318753,Entire home/apt,55.000,2018-12-14 10:04:10,2018-12-14 10:04:10
30307030,LIVE IN BERLIN'S URBAN CENTRE!,2,227612865,Entire home/apt,54.000,2018-12-09 00:47:24,2018-12-09 00:47:24
30307728,Big Room In A Big Apartment Near Warschauer Str.,3,125848147,Private room,40.000,2018-12-18 06:34:26,2018-12-18 06:34:26
30316759,Family friendly apartment with cat in Pankow,5,5609794,Entire home/apt,79.000,2018-12-26 21:07:49,2018-12-26 21:07:49
30319167,"STUDIO ""KLEINES KARAMEL""",1,224691394,Entire home/apt,52.000,2018-11-17 07:51:24,2018-11-17 07:51:24
30320486,Nice Room in spacious F'hain apt  1 - 2 sleeps,3,101194435,Private room,30.000,2018-12-18 07:15:40,2018-12-18 07:15:40
30331629,Cute Apartment  M5 near Bergmannstrasse Kreuzberg,3,225852413,Entire home/apt,63.000,2018-11-30 22:44:07,2018-11-30 22:44:07
30331716,Beautiful Apartment in Kreuzberg m4,2,225852413,Entire home/apt,65.000,2018-11-27 14:39:17,2018-11-27 14:39:17
30333009,SUNNY ROOFTOP with SOUL and Balcony,2,227774469,Entire home/apt,110.000,2019-01-16 19:36:23,2019-01-16 19:36:23
30333965,Spacious bright Classic Berlin  flat,1,34851217,Entire home/apt,77.000,2019-02-15 15:42:54,2019-02-15 15:42:54
30334384,6-bed room/shared bathroom nr.15,1,8250486,Shared room,112.000,2018-12-01 21:30:18,2018-12-01 21:30:18
30334529,6-bed room/shared bathroom nr.16,1,8250486,Shared room,112.000,2019-02-02 02:37:06,2019-02-02 02:37:06
30334710,Nice apartment in the centre of Berlin,3,12757920,Entire home/apt,60.000,2021-11-19 15:05:26,2021-11-19 15:05:26
30338379,Green oasis in the heart of Berlin (free bikes),2,94152974,Private room,50.000,2018-12-21 22:30:50,2018-12-21 22:30:50
30339793,DESIGNER STUDIO APARTMENT IN BERLIN KREUZBERG,2,227580228,Entire home/apt,158.000,2018-11-24 02:21:49,2018-11-24 02:21:49
30341696,Spacious & bright room near the centre of Berlin,7,79002334,Private room,18.000,2018-12-15 20:31:18,2018-12-15 20:31:18
30341837,Gemütlich Privatbereich,1,224691394,Private room,38.000,2019-03-14 16:56:44,2019-03-14 16:56:44
30342575,Nice Studio in Mitte-Wedding next Alexanderplatz,3,142371970,Entire home/apt,45.000,2019-01-16 22:39:37,2019-01-16 22:39:37
30342869,Huge classic berlin apartment with beamer and TV,7,227835898,Entire home/apt,50.000,2021-11-15 14:53:28,2021-11-15 14:53:28
30345495,Dream holidays in Mitte,1,7330871,Private room,70.000,2021-10-26 14:59:47,2021-10-26 14:59:47
30346069,COZY ROOM IN THE HEART OF XBERG,4,4265370,Private room,46.000,2019-07-15 23:25:44,2019-07-15 23:25:44
30346688,20 qm in a shared flat - calm street with cafés,5,31265491,Private room,20.000,2019-02-07 10:46:06,2019-02-07 10:46:06
30346705,Suite ROOM in a 110m2 GREEN SUNNY Penthouse,2,227774469,Private room,50.000,2018-12-05 08:08:28,2018-12-05 08:08:28
30346837,Maritimes Wohlfühlen vor den Toren Köpenicks,2,212766182,Entire home/apt,50.000,2018-12-08 03:22:29,2018-12-08 03:22:29
30358711,Cozy room in Friedrichshain,3,215937780,Private room,30.000,2018-12-23 11:36:15,2018-12-23 11:36:15
30359224,beautiful friedrichshain // cozy flat for visitors,3,28742752,Entire home/apt,50.000,2019-02-01 00:11:35,2019-02-01 00:11:35
30360387,3-bed room Ensuite No. 2,1,8250486,Shared room,103.000,2020-02-14 23:20:50,2020-02-14 23:20:50
30364328,Large 3 Room Apartment in the Heart of Neukölln,3,15300959,Entire home/apt,70.000,2018-12-28 14:07:29,2018-12-28 14:07:29
30365864,LINNEN ROOM1,1,65025515,Hotel room,173.000,2019-01-28 07:45:58,2019-01-28 07:45:58
30366545,Your cosy 1-bedroom flat in Neukölln,2,192221262,Entire home/apt,15.000,2018-12-16 11:06:47,2018-12-16 11:06:47
30367510,LINNEN ROOM2,1,65025515,Hotel room,173.000,2019-03-31 18:38:12,2019-03-31 18:38:12
30373468,Cozy room with own bath + entrance,3,228058426,Entire home/apt,68.000,2018-11-26 11:52:56,2018-11-26 11:52:56
30374708,Schönes Zimmer in Mitte,2,228105924,Private room,30.000,2021-11-10 05:23:52,2021-11-10 05:23:52
30384248,"CITY-STUDIO ""Gemutliches Loft""",1,224691394,Entire home/apt,60.000,2018-12-19 04:39:53,2018-12-19 04:39:53
30389555,*New* Family Apartment in Prenzlauer Berg - Berlin,1,190957759,Entire home/apt,154.000,2018-11-24 12:54:28,2018-11-24 12:54:28
30390298,"Home Sweet Home Berlin, Bedroom in Berlin Flat",1,139990695,Private room,35.000,2018-12-05 16:02:07,2018-12-05 16:02:07
30391846,LINNEN ROOM3,1,65025515,Hotel room,173.000,2021-11-04 02:32:32,2021-11-04 02:32:32
30392465,LINNEN ROOM4,1,65025515,Hotel room,159.000,2019-02-20 11:20:05,2019-02-20 11:20:05
30392738,LINNEN SUITE,1,65025515,Hotel room,220.000,2019-05-03 16:43:05,2019-05-03 16:43:05
30395919,"Large, Light Room in Ultimate New Year Location",3,8465542,Private room,100.000,2021-10-31 16:20:35,2021-10-31 16:20:35
30402465,*Charming 2 Room Flat in Central Location*,2,40522109,Entire home/apt,50.000,2018-11-27 16:41:18,2018-11-27 16:41:18
30403956,Close to the station!Japanese host!Shared room!,1,47454008,Shared room,15.000,2021-11-10 19:57:38,2021-11-10 19:57:38
30415464,"2 Design bedrooms, Kitchen, Bathroom, Roof-terrace",21,10750960,Private room,89.000,2020-08-15 12:35:07,2020-08-15 12:35:07
30415840,Private room in Berlin Tiergarten,3,226065063,Private room,49.000,2018-11-28 08:27:57,2018-11-28 08:27:57
30416233,Sweet Home Away - Outstanding Location,1,23538739,Private room,80.000,2021-11-18 11:22:24,2021-11-18 11:22:24
30416441,"Top floor, central, bright and cosy flat",4,9455812,Entire home/apt,160.000,2018-12-15 05:52:10,2018-12-15 05:52:10
30416532,Rewari Hotel Berlin - our 4-bed-rooms,1,216867611,Private room,239.000,2019-02-14 19:27:40,2019-02-14 19:27:40
30425334,Big Room in shared flat!,1,199701359,Private room,40.000,2018-12-22 14:37:51,2018-12-22 14:37:51
30426243,Yogi’s Coziness not far from Hauptbahnhof,3,185052454,Entire home/apt,43.000,2019-05-11 08:34:15,2019-05-11 08:34:15
30435502,Doppelzimmer mit Terrassennutzung in grüner Lage,3,90799881,Private room,80.000,2019-03-14 22:56:56,2019-03-14 22:56:56
30439405,Spacious Top Floor Flat + Balcony,3,68033159,Entire home/apt,69.000,2018-12-22 10:27:44,2018-12-22 10:27:44
30441311,Lovely and bright apartment in Charlottenburg.,30,228560577,Entire home/apt,22.000,2021-10-29 11:55:39,2021-10-29 11:55:39
30442165,Huge Designer Rooftop Room with Balcony II,3,29507007,Private room,29.000,2019-02-22 23:22:56,2019-02-22 23:22:56
30442199,Spacious room in central Berlin flat,3,1439762,Private room,35.000,2018-12-29 09:43:40,2018-12-29 09:43:40
30444196,Charming Flat for only ONE mouth,29,228579126,Entire home/apt,40.000,2021-11-15 00:54:26,2021-11-15 00:54:26
30452290,"Modern, family-friendly apartment for vegetarians",3,24318847,Entire home/apt,95.000,2018-12-31 18:15:42,2018-12-31 18:15:42
30452438,Gemütliches Zimmer mit eigenem Balkon in Fhain,3,20680329,Private room,45.000,2019-05-16 03:43:29,2019-05-16 03:43:29
30454964,UPPER FLOOR IN MODERN CENTER OF BERLIN /G281,90,4032095,Entire home/apt,81.000,2018-11-18 21:03:47,2018-11-18 21:03:47
30455135,"Quiet, bright & cozy room in authentic Kreuzberg",2,94587806,Private room,30.000,2018-11-23 05:41:52,2018-11-23 05:41:52
30456345,Zimmer direkt am S-Bahnhof Nöldnerplatz (Ostkreuz),1,29385449,Private room,25.000,2018-12-09 07:05:30,2018-12-09 07:05:30
30457892,"Zimmer in Berlin-Mitte, Humboldthain,zentrale Lage",1,228670455,Private room,30.000,2018-11-26 10:12:59,2018-11-26 10:12:59
30462202,"Large light flooded historic gem, Freidrichschain",3,12338724,Entire home/apt,100.000,2018-12-12 14:45:20,2018-12-12 14:45:20
30462378,"Beautiful, spacious apartment near Ostkreuz",2,228702349,Entire home/apt,45.000,2018-12-24 06:16:10,2018-12-24 06:16:10
30462584,Lovely Sunny Rooftop Room in Neukölln,1,10444830,Private room,21.000,2021-11-02 17:53:57,2021-11-02 17:53:57
30466274,"Cozy, quiet flat in Berlin near public transport",3,14477936,Entire home/apt,61.000,2018-12-20 09:35:55,2018-12-20 09:35:55
30468643,Cozy Stay in Kreuzberg's Heart (Paul Linke Ufer),2,10589997,Private room,80.000,2019-07-26 02:57:47,2019-07-26 02:57:47
30488240,Apt for 2 - Hotel in City Center with Water-View,4,228826277,Private room,80.000,2021-11-05 16:53:51,2021-11-05 16:53:51
30489588,Double-Room - Hotel in City Center with Water-View,4,228826277,Private room,69.000,2018-12-27 13:14:27,2018-12-27 13:14:27
30490003,Single-Room - Hotel in City Center with Water-View,4,228826277,Private room,55.000,2021-11-03 14:20:44,2021-11-03 14:20:44
30490641,Double-Room - Hotel in City Center with Water-View,4,228826277,Private room,69.000,2021-11-05 05:31:38,2021-11-05 05:31:38
30490703,Double-Room - Hotel in City Center with Water-View,4,228826277,Private room,69.000,2021-11-02 03:56:25,2021-11-02 03:56:25
30491623,Single-Room - Hotel in City Center with Water-View,4,228826277,Private room,55.000,2020-02-18 10:30:01,2020-02-18 10:30:01
30491950,Double-Room - Hotel in City Center with Water-View,14,228826277,Private room,48.000,2021-10-28 15:25:01,2021-10-28 15:25:01
30493987,Cozy room in East Berlin ideal for city break,2,228863350,Private room,44.000,2018-12-16 04:01:02,2018-12-16 04:01:02
30494554,Room in the center of Berlin,2,158982787,Private room,38.000,2018-11-25 08:54:29,2018-11-25 08:54:29
30494744,Gästewohnung 28.07.2019 bis 01.08.2019,2,99329154,Entire home/apt,45.000,2018-12-14 14:18:18,2018-12-14 14:18:18
30495280,Gemütlich unterm Dach im grünen Norden Berlins,1,192286210,Private room,58.000,2018-12-05 11:32:55,2018-12-05 11:32:55
30495406,Light flooded stylish place on historical allee,25,12338724,Entire home/apt,79.000,2019-01-19 18:15:57,2019-01-19 18:15:57
30498507,Gemütliche Wohnung in super Lage,1,228893524,Entire home/apt,80.000,2018-12-19 09:04:18,2018-12-19 09:04:18
30499973,25 min to get to Alexanderplatz,3,85947114,Entire home/apt,74.000,2018-11-29 20:59:03,2018-11-29 20:59:03
30502708,"Bright, spacious top floor flat in Mitte",3,228821843,Entire home/apt,100.000,2018-12-18 17:30:27,2018-12-18 17:30:27
30504725,Cozy apartment in Berlin,2,101730283,Entire home/apt,100.000,2018-12-04 16:20:27,2018-12-04 16:20:27
30506086,"Helles, großes Zimmer für perfekten Urlaub",3,37813808,Private room,24.000,2018-12-17 06:49:01,2018-12-17 06:49:01
30515176,Miniloft Mitte Apartment Hotel: Classic studio,2,342965,Entire home/apt,160.000,2018-12-27 02:37:24,2018-12-27 02:37:24
30515379,Miniloft Mitte Apartment Hotel: Extroverted studio,2,342965,Entire home/apt,190.000,2018-12-24 13:33:02,2018-12-24 13:33:02
30515744,Miniloft Mitte Apartment Hotel: Introverted studio,2,342965,Entire home/apt,150.000,2018-12-02 00:03:39,2018-12-02 00:03:39
30518201,3-rooms Apt. family or friends in Prenzlauer Berg,2,155722828,Entire home/apt,210.000,2018-12-07 07:18:06,2018-12-07 07:18:06
30520556,Room for rent,1,228990143,Private room,40.000,2020-02-18 04:46:27,2020-02-18 04:46:27
30523899,"Cozy, authentic 3-room flat in Kreuzberg",5,87664289,Private room,45.000,2018-12-06 06:05:18,2018-12-06 06:05:18
30524996,"A room in an apartment, Center City West Berlin",2,51559117,Private room,49.000,2019-01-03 20:50:11,2019-01-03 20:50:11
30526896,Prenzlauer Berg apt w/ sunny GARDEN. StayBearlin,3,163384,Entire home/apt,101.000,2018-12-11 14:54:28,2018-12-11 14:54:28
30527210,Luxury aprtment in the center of berlin,2,9846895,Entire home/apt,100.000,2018-12-25 20:04:00,2018-12-25 20:04:00
30531533,beautiful flat south-west Berlin,1,79089196,Entire home/apt,200.000,2018-12-21 03:00:24,2018-12-21 03:00:24
30532385,Cozy apartment in the middle of lively Kreuzkölln,3,177537291,Entire home/apt,50.000,2018-12-21 19:21:11,2018-12-21 19:21:11
30533465,Cozy apartment in Prenzlauer Berg,20,26235854,Entire home/apt,90.000,2018-12-26 22:22:28,2018-12-26 22:22:28
30534271,In the Heart of Berlin 20qm Room to Rent for Two,3,8048514,Private room,65.000,2019-12-22 20:40:23,2019-12-22 20:40:23
30544777,Weihnachten & Silvester in Moabit,4,110633467,Private room,40.000,2018-12-25 10:59:03,2018-12-25 10:59:03
30546608,Modern living for explorers in Berlin city center,2,48330762,Private room,70.000,2019-03-09 02:17:05,2019-03-09 02:17:05
30547165,Convenient and spacious flat near Ostkreuz,3,229198003,Entire home/apt,100.000,2019-04-20 01:24:50,2019-04-20 01:24:50
30547678,Bedroom in the trendy district Neukölln,1,104943470,Private room,45.000,2018-12-27 21:30:21,2018-12-27 21:30:21
30548092,b,1,217538129,Entire home/apt,30.000,2021-10-21 00:27:30,2021-10-21 00:27:30
30549282,Schönes & modernes Zimmer in Berlin Mitte- Wedding,5,229209363,Private room,21.000,2019-09-01 05:01:33,2019-09-01 05:01:33
30551380,Living in BERLIN - Spacious rooms with kitchenette,1,229224660,Hotel room,94.000,2019-03-30 05:18:14,2019-03-30 05:18:14
30552333,Lovely flat in the heart of Berlin,1,144280995,Private room,50.000,2018-12-12 06:02:25,2018-12-12 06:02:25
30552559,Beautiful apartment in Mitte,5,158431389,Entire home/apt,60.000,2019-01-03 13:42:25,2019-01-03 13:42:25
30553886,Spacious room in the heart of Berlin,2,40726115,Private room,50.000,2018-12-13 23:39:18,2018-12-13 23:39:18
30558087,Gemütliches Zimmer im Zentrum,7,26566483,Private room,45.000,2018-12-20 05:34:24,2018-12-20 05:34:24
30575023,Cozy room with an excellent location,2,84954977,Private room,60.000,2018-12-22 12:42:05,2018-12-22 12:42:05
30577044,cozy bedroom in spacious Altbau apartment,1,33929884,Private room,25.000,2018-12-20 18:41:16,2018-12-20 18:41:16
30577386,STYLISH LIVING IN BERLIN!,2,229379445,Entire home/apt,131.000,2021-11-04 02:56:32,2021-11-04 02:56:32
30584821,Authentic Kreuzberg Altbau Room,3,30193362,Private room,32.000,2018-12-05 22:42:37,2018-12-05 22:42:37
30586788,150 m² Loft Apartment in the Heart of Berlin,2,229439059,Entire home/apt,135.000,2019-02-02 20:13:13,2019-02-02 20:13:13
30587516,"Sunny, quiet, central room in Berlin",3,229443494,Private room,29.000,2018-12-26 09:53:13,2018-12-26 09:53:13
30587593,Beautiful appartment in Berlin Mitte,2,45386440,Entire home/apt,153.000,2019-04-12 03:04:56,2019-04-12 03:04:56
30587940,Big beautiful room w/ balcony in perfect location,2,70970874,Private room,40.000,2018-12-16 02:23:24,2018-12-16 02:23:24
30590259,Spacious room in the north of Friedrichshain,2,47907928,Private room,35.000,2018-12-20 04:10:30,2018-12-20 04:10:30
30594133,Quiet and spacious flat Prenzlauer Berg,7,229225507,Entire home/apt,85.000,2018-12-30 15:12:37,2018-12-30 15:12:37
30596828,Cozy room with ensuite bathroom,4,9422896,Private room,25.000,2021-11-13 04:49:42,2021-11-13 04:49:42
30605928,Altbauwohnung in Berlin Tempelhof-Schöneberg,1,126642425,Entire home/apt,40.000,2021-02-19 03:22:40,2021-02-19 03:22:40
30628724,Berlin Wannsee Landgut Eule,2,12157127,Private room,79.000,2018-12-13 14:27:52,2018-12-13 14:27:52
30636676,Spacious and stylish apartment in Prenzlauer Berg,6,8594828,Private room,70.000,2019-01-01 13:46:26,2019-01-01 13:46:26
30655102,Cozy Room Prenzlauer Berg 15 min to Alexanderplatz,4,51568728,Private room,30.000,2018-12-25 08:23:07,2018-12-25 08:23:07
30660100,"Central, original style of the golden 20s",1,106130027,Entire home/apt,66.000,2018-12-08 04:13:09,2018-12-08 04:13:09
30673990,lovely bright apartment centrally located,6,1315769,Entire home/apt,120.000,2021-10-21 16:00:54,2021-10-21 16:00:54
30681281,Mini loft in the trendy centre of Kreuzkolln,3,12139054,Entire home/apt,100.000,2019-03-04 10:32:37,2019-03-04 10:32:37
30683708,Beautiful flat at Kollwitzplatz with balcony,4,5483472,Entire home/apt,97.000,2018-12-11 03:02:28,2018-12-11 03:02:28
30686711,Lovely Studio for one month,30,70162844,Entire home/apt,18.000,2021-11-18 19:09:00,2021-11-18 19:09:00
30686830,Little cosy,1,229694700,Entire home/apt,20.000,2021-10-26 02:43:41,2021-10-26 02:43:41
30693035,"Cosy City-Apartment in Neukölln ""The Urban Hyena""",1,229742535,Entire home/apt,45.000,2019-08-14 16:26:59,2019-08-14 16:26:59
30695440,Room for rent near center,4,99597369,Private room,13.000,2018-12-13 17:26:59,2018-12-13 17:26:59
30698607,Authentic flat in Kreuzberg near Oberbaumbrücke,4,197444036,Entire home/apt,190.000,2018-12-31 09:29:51,2018-12-31 09:29:51
30700382,Zimmer im Herzen Moabits,3,61271001,Private room,20.000,2019-03-17 17:25:42,2019-03-17 17:25:42
30701106,Zimmer 2 Bayrischer Viertel,5,19692963,Private room,45.000,2018-12-29 07:04:26,2018-12-29 07:04:26
30702736,Gemütliche SIlvester Unterkunft,6,99977742,Entire home/apt,40.000,2018-12-24 06:47:49,2018-12-24 06:47:49
30706477,Spacious and bright flat in cool neighborhood,14,12148705,Entire home/apt,95.000,2018-12-30 04:18:25,2018-12-30 04:18:25
30707890,Ruhige Wohnung mitten in Friedrichshain,5,43507112,Entire home/apt,90.000,2019-05-07 10:06:33,2019-05-07 10:06:33
30708075,Lovely and spacious apartment in Friedrichshain,14,18951814,Entire home/apt,55.000,2019-01-01 20:56:22,2019-01-01 20:56:22
30709398,Sunny Neukölln apartment next to the water,4,131866575,Entire home/apt,69.000,2019-07-18 15:43:08,2019-07-18 15:43:08
30711405,Berlin,1,229814668,Entire home/apt,88.000,2018-12-19 16:46:21,2018-12-19 16:46:21
30713246,Schönes Zimmer in Berlin,10,137113876,Private room,25.000,2021-11-08 10:27:32,2021-11-08 10:27:32
30724241,2-bedrooms in 120m2 Stylish rooftop apartment,2,216545166,Private room,60.000,2018-12-22 06:45:12,2018-12-22 06:45:12
30724319,Spacious Neukölln Apartment For Up To 4,5,151399764,Entire home/apt,63.000,2018-11-29 08:59:12,2018-11-29 08:59:12
30724424,room for rent in Berlin-Wedding,5,229974079,Private room,12.000,2019-04-23 17:09:42,2019-04-23 17:09:42
30724773,MODERN LIVING IN BERLIN!,2,229976316,Entire home/apt,84.000,2018-12-25 12:36:52,2018-12-25 12:36:52
30728710,Cozy Room in Hip Prenzlauer Berg,1,12400526,Private room,30.000,2019-01-07 04:56:37,2019-01-07 04:56:37
30728734,"Zentrales Cityappartent mit WLan, Balkon und Lift",3,230001236,Entire home/apt,90.000,2019-01-08 12:59:34,2019-01-08 12:59:34
30733264,Direkt am boxhagener Platz,1,182361724,Private room,50.000,2018-12-21 10:17:17,2018-12-21 10:17:17
30735832,A spacious room in a quite area,6,47270451,Private room,27.000,2019-03-19 05:09:07,2019-03-19 05:09:07
30735848,Lovely Design Flat in Kreuzberg,3,43926678,Private room,34.000,2018-12-28 00:49:09,2018-12-28 00:49:09
30736502,Queer Friendly Apartment in the Heart of Neukölln,2,8965465,Private room,30.000,2018-12-05 23:30:03,2018-12-05 23:30:03
30750273,Cozy room in the heart of Kreuzkölln,1,159953124,Private room,36.000,2018-12-14 03:42:47,2018-12-14 03:42:47
30754001,Causi large Studio in east Berlin :),5,3640387,Entire home/apt,40.000,2018-12-17 17:53:22,2018-12-17 17:53:22
30758264,Live next to Tempelhofer Feld in Kreuzberg!,8,83029886,Private room,30.000,2018-12-10 02:34:46,2018-12-10 02:34:46
30758778,Fancy double room (ensuite),1,1391772,Private room,94.000,2018-12-05 19:57:42,2018-12-05 19:57:42
30758793,beautiful mixed 4-bed-dorm (ensuite),1,1391772,Shared room,31.000,2019-06-09 04:21:58,2019-06-09 04:21:58
30758989,beautiful 3-bed-dorm (ensuite),1,1391772,Shared room,35.000,2019-03-30 06:06:15,2019-03-30 06:06:15
30759237,beautiful FEMALE 6-bed-dorm,1,1391772,Shared room,23.000,2019-01-29 11:14:12,2019-01-29 11:14:12
30762822,Huge cozy room in Böhmischesdorf,5,11286710,Private room,35.000,2019-07-16 04:17:14,2019-07-16 04:17:14
30768381,Ruhiges Privatzimmer mit Wohnungsnutzung,1,178775825,Private room,38.000,2018-12-13 04:13:59,2018-12-13 04:13:59
30769380,Altbauzimmer mit schönem Bad im Szenebezirk,2,22366303,Private room,20.000,2019-04-14 18:20:56,2019-04-14 18:20:56
30779612,Beautiful Appartment in the heart of Berlin,2,18832548,Private room,100.000,2018-12-29 03:50:16,2018-12-29 03:50:16
30783677,Prenzlauer Berg Idyll,60,230318099,Entire home/apt,45.000,2019-03-21 20:53:41,2019-03-21 20:53:41
30785265,COSY ARTIST FLAT*,21,230325352,Entire home/apt,50.000,2019-07-17 11:10:22,2019-07-17 11:10:22
30788623,"""Sunny room with balcony""",7,17718454,Private room,30.000,2018-12-30 19:18:52,2018-12-30 19:18:52
30788908,"1 Zimmer in leerer Wohnung (ohne Kontakt), Kü, Bad",2,230352789,Private room,30.000,2019-03-15 16:48:55,2019-03-15 16:48:55
30805747,Authentic Berlin-style Flatshare,3,117582056,Private room,27.000,2018-12-26 06:41:12,2018-12-26 06:41:12
30806074,Cozy Flat in Central Friedrichshains,7,27577254,Entire home/apt,80.000,2018-12-26 18:51:10,2018-12-26 18:51:10
30806279,BERLINS BEST AREA WELCOME TO KREUZKOELLN,1,229906598,Private room,40.000,2019-01-01 14:40:27,2019-01-01 14:40:27
30809840,"Helles, freundliches Zimmer Spandau, OT Staaken",2,230483522,Private room,29.000,2019-12-27 09:03:15,2019-12-27 09:03:15
30809892,Schöne gemütliche Altbauwohnung in Rixdorf,1,230485511,Private room,40.000,2018-12-21 08:52:48,2018-12-21 08:52:48
30810176,Cozy one bedroom apartment in Neukölln/Rixdorf,3,7261024,Entire home/apt,35.000,2018-12-23 11:05:45,2018-12-23 11:05:45
30812934,Berlin cozy and cheap private room,3,87946327,Private room,18.000,2018-12-23 09:33:39,2018-12-23 09:33:39
30813217,Kollwitzplatz hautnah,1,2647295,Entire home/apt,100.000,2018-12-14 01:14:54,2018-12-14 01:14:54
30834172,Beautiful cosy flat in Bergmannkiez!,7,117427823,Private room,56.000,2018-12-13 04:06:18,2018-12-13 04:06:18
30840544,Serviced Apartment - Apartment in Karlshorst,7,148226214,Hotel room,125.000,2019-04-25 17:42:49,2019-04-25 17:42:49
30846121,Serviced Apartment - Studio in Karlshorst,7,148226214,Hotel room,73.000,2018-12-22 11:12:42,2018-12-22 11:12:42
30849280,Serviced Apartment - Studio Twin in Karlshorst,7,148226214,Hotel room,82.000,2019-01-04 19:50:14,2019-01-04 19:50:14
30849386,Serviced Apartment - Studio XL in Karlshorst,7,148226214,Hotel room,111.000,2019-09-03 14:22:46,2019-09-03 14:22:46
30851223,2 Zimmer in Lichtenberg,2,230662590,Entire home/apt,50.000,2019-03-17 22:16:43,2019-03-17 22:16:43
30851490,The View Studio Lux,1,16079116,Entire home/apt,58.000,2019-05-26 18:38:34,2019-05-26 18:38:34
30875394,Lovely 45m2 apartment with balcon at canal,2,24008866,Entire home/apt,78.000,2018-12-27 21:39:28,2018-12-27 21:39:28
30877194,FL@T the PARK,15,105120824,Entire home/apt,90.000,2019-01-06 06:41:26,2019-01-06 06:41:26
