LISTING_ID,LISTING_NAME,LISTING_URL,ROOM_TYPE,MINIMUM_NIGHTS,HOST_ID,PRICE_STR,CREATED_AT,UPDATED_AT
21653241,Spacious sunshine room at the Spree,https://www.airbnb.com/rooms/21653241,Private room,7,137042044,$27.00,2018-03-02 12:16:20,2018-03-02 12:16:20
21657152,Apartment with balcony in one of the most beautiful districts of Berlin,https://www.airbnb.com/rooms/21657152,Entire home/apt,1,122012813,$82.00,2021-11-04 06:08:10,2021-11-04 06:08:10
21657153,Striking Apartment near Lake in Wannsee,https://www.airbnb.com/rooms/21657153,Entire home/apt,1,122012813,$62.00,2020-07-06 14:55:33,2020-07-06 14:55:33
21658480,One room apartment in Schöneberg-Kreuzberg,https://www.airbnb.com/rooms/21658480,Entire home/apt,6,112383900,$35.00,2018-01-07 12:30:54,2018-01-07 12:30:54
21662575,cosy room in Neuköln,https://www.airbnb.com/rooms/21662575,Private room,4,60391230,$27.00,2018-01-01 05:41:08,2018-01-01 05:41:08
21662867,Charming private room in Prenzlauer Berg,https://www.airbnb.com/rooms/21662867,Private room,2,157669475,$35.00,2017-11-16 11:27:44,2017-11-16 11:27:44
21662937,150m2 Bauhaus loft (minimum 2 months stay),https://www.airbnb.com/rooms/21662937,Entire home/apt,90,82553883,$175.00,2017-12-22 03:25:29,2017-12-22 03:25:29
21665811,Big room next to Treptower park,https://www.airbnb.com/rooms/21665811,Private room,25,157696761,$20.00,2021-11-17 02:11:21,2021-11-17 02:11:21
21673476,Spacious and Cosy Room Available in Friedrichshain,https://www.airbnb.com/rooms/21673476,Private room,1,94838212,$30.00,2017-10-28 20:23:04,2017-10-28 20:23:04
21675904,Nice room in Berlin Moabit,https://www.airbnb.com/rooms/21675904,Private room,10,24912062,$19.00,2019-02-05 13:43:26,2019-02-05 13:43:26
21681067,Cosy room with piano&private bathroom-top location,https://www.airbnb.com/rooms/21681067,Private room,1,54391982,$50.00,2017-11-11 03:42:52,2017-11-11 03:42:52
21688555,Wunderschönes Zimmer Mitten In Kreuzberg,https://www.airbnb.com/rooms/21688555,Private room,2,17142279,$29.00,2017-11-09 20:21:11,2017-11-09 20:21:11
21689254,"URBAN LIVING 2, Best Area Berlin Friedrichshain",https://www.airbnb.com/rooms/21689254,Entire home/apt,3,151888238,$102.00,2017-12-01 01:27:28,2017-12-01 01:27:28
21693224,The heart of Old West Berlin,https://www.airbnb.com/rooms/21693224,Entire home/apt,7,155181125,$230.00,2021-10-24 23:24:21,2021-10-24 23:24:21
21695235,"Small, Cozy and Comfortable Studio Apartment",https://www.airbnb.com/rooms/21695235,Entire home/apt,2,157823346,$85.00,2017-11-12 01:38:43,2017-11-12 01:38:43
21695384,Zimmer in Stadt-Oase/ Room in City-Oasis,https://www.airbnb.com/rooms/21695384,Private room,3,26064874,$18.00,2017-10-27 16:24:05,2017-10-27 16:24:05
21695617,Zimmer in hipper Lage in Friedrichshain,https://www.airbnb.com/rooms/21695617,Private room,2,124510446,$35.00,2021-10-25 05:05:26,2021-10-25 05:05:26
21696712,Spacious room in amazing rooftop flat in Neukölln,https://www.airbnb.com/rooms/21696712,Private room,6,16154922,$36.00,2017-12-08 18:19:56,2017-12-08 18:19:56
21698796,Cosy apartment with balcony in Friedrichshain,https://www.airbnb.com/rooms/21698796,Entire home/apt,3,7921212,$55.00,2017-12-13 16:59:29,2017-12-13 16:59:29
21706428,Spacious and bright Neukölln Room in Rooftop apt.,https://www.airbnb.com/rooms/21706428,Private room,1,8667892,$50.00,2017-12-02 04:25:10,2017-12-02 04:25:10
21709347,Willkommen zu Hause in der City-West nahe KaDeWe,https://www.airbnb.com/rooms/21709347,Entire home/apt,120,109466802,$52.00,2021-10-31 15:50:17,2021-10-31 15:50:17
21713181,Apartment mit Terrase,https://www.airbnb.com/rooms/21713181,Entire home/apt,2,1872413,$65.00,2017-11-08 21:58:28,2017-11-08 21:58:28
21718091,Cozy Apartment in the Heart of Friedrichshain,https://www.airbnb.com/rooms/21718091,Private room,3,47028092,$36.00,2017-12-09 08:23:38,2017-12-09 08:23:38
21723293,"Bright, cozy and large room in Prenzlauer Berg",https://www.airbnb.com/rooms/21723293,Private room,20,29106006,$15.00,2021-11-07 15:19:06,2021-11-07 15:19:06
21726774,Berlin Kreuzberg Mehringdamm,https://www.airbnb.com/rooms/21726774,Entire home/apt,5,158204725,$70.00,2017-12-08 08:55:12,2017-12-08 08:55:12
21732636,Cozy Studio in Neukölln-Rixdorf,https://www.airbnb.com/rooms/21732636,Entire home/apt,5,34846299,$69.00,2018-08-29 18:57:53,2018-08-29 18:57:53
21735977,Geschmackvolles Loft mit farbenfroher Kunst,https://www.airbnb.com/rooms/21735977,Entire home/apt,1,16913288,$112.00,2018-02-15 16:18:00,2018-02-15 16:18:00
21737987,Cosy apartment in the heart of Prenzlauer Berg,https://www.airbnb.com/rooms/21737987,Entire home/apt,3,22932340,$31.00,2021-10-28 18:17:35,2021-10-28 18:17:35
21742670,"2ROOM FLAT, BALCONY, CENTRAL NEUKOELLN INSIDE RING",https://www.airbnb.com/rooms/21742670,Entire home/apt,10,103952529,$39.00,2020-02-15 18:18:39,2020-02-15 18:18:39
21743148,hübsches Zimmer in einem Einfamilienhaus,https://www.airbnb.com/rooms/21743148,Private room,1,89794336,$21.00,2018-02-06 05:39:03,2018-02-06 05:39:03
21743376,Schöne Wohnung mit Balkon in Berlin Mitte/F'Hain,https://www.airbnb.com/rooms/21743376,Entire home/apt,6,35103,$55.00,2017-12-04 04:25:58,2017-12-04 04:25:58
21743690,"Long term: lofty, cosy, authentic Berlin place",https://www.airbnb.com/rooms/21743690,Entire home/apt,21,2015311,$85.00,2017-12-29 07:31:27,2017-12-29 07:31:27
21744908,Cozy Apartment in Friedrichshain,https://www.airbnb.com/rooms/21744908,Entire home/apt,3,57628836,$60.00,2017-12-22 06:43:53,2017-12-22 06:43:53
21752323,Spacious and modern apartment in Mitte,https://www.airbnb.com/rooms/21752323,Private room,1,18476347,$58.00,2017-11-12 12:46:11,2017-11-12 12:46:11
21752707,Cosy flat in Neukölln,https://www.airbnb.com/rooms/21752707,Entire home/apt,8,158460764,$53.00,2018-07-16 00:55:01,2018-07-16 00:55:01
21757555,Cozy & comfy room in Berlin,https://www.airbnb.com/rooms/21757555,Private room,1,158514558,$17.00,2018-05-08 08:08:34,2018-05-08 08:08:34
21759319,"Central, cosy and airy apartment in Kreuzberg",https://www.airbnb.com/rooms/21759319,Entire home/apt,2,17029506,$62.00,2017-11-24 10:08:35,2017-11-24 10:08:35
21763140,Single Apartment in Berlin - Wedding,https://www.airbnb.com/rooms/21763140,Entire home/apt,1,101658639,$45.00,2017-11-20 15:54:34,2017-11-20 15:54:34
21764632,The cave,https://www.airbnb.com/rooms/21764632,Entire home/apt,5,158569916,$50.00,2017-11-16 19:58:13,2017-11-16 19:58:13
21765524,Schöne private 1 Zimmer Wohnung Nähe Kudamm,https://www.airbnb.com/rooms/21765524,Shared room,2,97635441,$29.00,2017-11-02 21:55:38,2017-11-02 21:55:38
21769022,Rummelsburg: 3 room apartment with balcony,https://www.airbnb.com/rooms/21769022,Entire home/apt,4,105844078,$35.00,2017-11-20 19:30:19,2017-11-20 19:30:19
21770085,"Apartment next to the centre Mitte, lake and park",https://www.airbnb.com/rooms/21770085,Private room,7,21148290,$25.00,2017-12-26 09:10:04,2017-12-26 09:10:04
21773196,Central Apartment by big Park near Potsdamer Platz,https://www.airbnb.com/rooms/21773196,Entire home/apt,2,115790786,$117.00,2017-11-05 00:15:40,2017-11-05 00:15:40
21775666,Spacious & lovely home for you in Berlin,https://www.airbnb.com/rooms/21775666,Private room,3,158664044,$89.00,2017-12-19 15:05:14,2017-12-19 15:05:14
21777299,Big Cosy Room in the Centre of Berlin,https://www.airbnb.com/rooms/21777299,Private room,1,157886841,$40.00,2021-10-23 03:52:40,2021-10-23 03:52:40
21778245,"134 sqm of bright, newly-renovated charm in Mitte.",https://www.airbnb.com/rooms/21778245,Entire home/apt,2,493400,$130.00,2017-12-21 19:16:42,2017-12-21 19:16:42
21778414,Cozy quite room close to Alexanderplatz & TV-Tower,https://www.airbnb.com/rooms/21778414,Private room,1,16894316,$33.00,2018-02-10 02:03:45,2018-02-10 02:03:45
21779228,Charming 4rm Luxury Family Apartment on Ring Bahn,https://www.airbnb.com/rooms/21779228,Entire home/apt,28,69593480,$250.00,2018-04-26 15:26:10,2018-04-26 15:26:10
21784051,Big Apartment in the center of East-Berlin,https://www.airbnb.com/rooms/21784051,Entire home/apt,2,9773623,$300.00,2018-04-21 23:59:57,2018-04-21 23:59:57
21790774,Berlin-Kreuzberg central - 1 room to share,https://www.airbnb.com/rooms/21790774,Private room,2,27197891,$23.00,2017-11-29 23:24:58,2017-11-29 23:24:58
21791192,Charming old-building apartment in hip district,https://www.airbnb.com/rooms/21791192,Entire home/apt,2,158798094,$117.00,2017-12-27 07:02:02,2017-12-27 07:02:02
21791938,Gemütliches Zimmer in Maisonette & guter Lage,https://www.airbnb.com/rooms/21791938,Private room,1,158804162,$33.00,2017-11-02 13:26:45,2017-11-02 13:26:45
21792976,Cozy room in the heart of Berlin-Kreuzberg,https://www.airbnb.com/rooms/21792976,Private room,13,37397114,$35.00,2018-06-07 10:33:00,2018-06-07 10:33:00
21795570,"Kreuzberg, Top Lage am Bergmann Kiez, sehr ruhig!",https://www.airbnb.com/rooms/21795570,Entire home/apt,4,125552056,$60.00,2017-11-22 10:57:27,2017-11-22 10:57:27
21800621,Magic flat in the heart of Friedrichshain,https://www.airbnb.com/rooms/21800621,Private room,2,74126798,$38.00,2017-11-19 01:07:43,2017-11-19 01:07:43
21800803,"Beautiful, big double room & balcony in Gräfekiez",https://www.airbnb.com/rooms/21800803,Private room,1,158876072,$31.00,2017-12-02 21:38:25,2017-12-02 21:38:25
21805969,Beautiful room in the heart of Prenzlauer Berg,https://www.airbnb.com/rooms/21805969,Private room,2,127583632,$32.00,2017-12-27 15:08:13,2017-12-27 15:08:13
21806760,Schöne 2 Zimmerwohnung in Grunewald,https://www.airbnb.com/rooms/21806760,Private room,0,21116374,$45.00,2018-03-02 15:37:11,2018-03-02 15:37:11
21808006,Toplage Studio @ „Kunsthaus Mitte“ (f. 1-2 Pers.+),https://www.airbnb.com/rooms/21808006,Private room,1,155186849,$69.00,2017-11-29 14:55:43,2017-11-29 14:55:43
21809592,Paul Robeson Str. with 2 BR,https://www.airbnb.com/rooms/21809592,Entire home/apt,3,158959100,$120.00,2017-11-24 08:34:05,2017-11-24 08:34:05
21811191,"Corner Fhain, XBerg, Neukölln big, quite room.",https://www.airbnb.com/rooms/21811191,Private room,1,13991211,$18.00,2017-11-24 12:00:38,2017-11-24 12:00:38
21812927,Stunning 2 bedroom flat in Prenzlauerberg,https://www.airbnb.com/rooms/21812927,Entire home/apt,0,89290383,$73.00,2017-12-12 05:22:04,2017-12-12 05:22:04
21815330,"Revaler Str. 9-11, Berlin, Germany",https://www.airbnb.com/rooms/21815330,Private room,1,143381607,$19.00,2021-10-27 14:15:44,2021-10-27 14:15:44
21819416,Appartement standing  Charlottenbourg/Zoo 6  pers,https://www.airbnb.com/rooms/21819416,Private room,3,159054347,$155.00,2017-12-22 18:02:39,2017-12-22 18:02:39
21821850,Whole Appartement close to Prenzlauer Berg,https://www.airbnb.com/rooms/21821850,Entire home/apt,3,153855047,$77.00,2017-11-26 18:33:51,2017-11-26 18:33:51
21822196,MITTE SPACE - OPTION SPACE - NO BEDS / NO SHOWER,https://www.airbnb.com/rooms/21822196,Entire home/apt,1,159069280,$180.00,2021-11-12 18:59:52,2021-11-12 18:59:52
21822251,Large design penthouse with view from roof garden,https://www.airbnb.com/rooms/21822251,Entire home/apt,4,41432446,$250.00,2017-12-23 18:17:53,2017-12-23 18:17:53
21824845,Berlin Wohnung mit Studio und Wald,https://www.airbnb.com/rooms/21824845,Entire home/apt,1,77561751,$23.00,2021-11-10 05:48:26,2021-11-10 05:48:26
21827689,East Central,https://www.airbnb.com/rooms/21827689,Entire home/apt,3,30107227,$40.00,2017-11-26 00:10:01,2017-11-26 00:10:01
21832722,Gästezimmer in zentraler Lage,https://www.airbnb.com/rooms/21832722,Private room,2,26566483,$25.00,2017-11-27 14:42:23,2017-11-27 14:42:23
21832825,"Helle, gemütliche 1-Zimmerwohnung in Mariendorf",https://www.airbnb.com/rooms/21832825,Entire home/apt,62,1823098,$35.00,2018-02-15 01:12:31,2018-02-15 01:12:31
21832981,Cosy & nice family flat with balcony in Neukölln,https://www.airbnb.com/rooms/21832981,Entire home/apt,5,159181918,$65.00,2017-11-25 14:47:01,2017-11-25 14:47:01
21835452,"Large rooftop studio with terrace, fireplace, view",https://www.airbnb.com/rooms/21835452,Entire home/apt,4,157528531,$120.00,2017-11-27 21:18:20,2017-11-27 21:18:20
21841981,Lovely Apartment Prenzlauer Berg with balcony,https://www.airbnb.com/rooms/21841981,Entire home/apt,10,159278372,$86.00,2017-11-22 17:14:34,2017-11-22 17:14:34
21843916,Fluffy room in our Flashare :3,https://www.airbnb.com/rooms/21843916,Private room,6,13247054,$35.00,2017-11-16 04:48:11,2017-11-16 04:48:11
21844182,"Centrum, Nice cozy room, clean, Light, bright",https://www.airbnb.com/rooms/21844182,Private room,2,159084133,$25.00,2021-11-07 03:53:46,2021-11-07 03:53:46
21845728,Moderner Altbau in Friedrichshain (zentral&ruhig),https://www.airbnb.com/rooms/21845728,Entire home/apt,5,29778296,$35.00,2018-01-10 20:05:39,2018-01-10 20:05:39
21846343,Great Fully Equipped Apartment in Kreuzkölln!,https://www.airbnb.com/rooms/21846343,Entire home/apt,3,159321901,$50.00,2017-11-24 20:58:31,2017-11-24 20:58:31
21846556,Double bed in Prenzauler Allee,https://www.airbnb.com/rooms/21846556,Private room,2,26176881,$25.00,2021-11-15 12:31:24,2021-11-15 12:31:24
21846628,Cozy room in the north of Berlin,https://www.airbnb.com/rooms/21846628,Private room,20,23075067,$25.00,2018-05-30 11:45:59,2018-05-30 11:45:59
21849524,"Spacious, light room with balcony in Gesundbrunnen",https://www.airbnb.com/rooms/21849524,Private room,2,13486881,$36.00,2017-12-20 07:51:52,2017-12-20 07:51:52
21854414,1 bedroom apt in Kreuzberg-Mitte,https://www.airbnb.com/rooms/21854414,Entire home/apt,90,74248483,$99.00,2017-12-23 12:50:08,2017-12-23 12:50:08
21857149,Beautiful spacious flat ideally located,https://www.airbnb.com/rooms/21857149,Entire home/apt,3,2019165,$220.00,2021-10-21 18:32:51,2021-10-21 18:32:51
21858497,Apartment at Alexanderplatz (City Center),https://www.airbnb.com/rooms/21858497,Entire home/apt,4,159440612,$120.00,2017-11-22 22:28:13,2017-11-22 22:28:13
21864782,Ruhige Wohnung in Pankow 20mn weit weg vom Zentrum,https://www.airbnb.com/rooms/21864782,Entire home/apt,1,53211747,$29.00,2017-12-25 21:57:23,2017-12-25 21:57:23
21868275,"Quite and comfortable house to live ,,6 walking minutes to the ubhan station,1 walking minute to the bus station and the supermarket,it is near the shopping mall",https://www.airbnb.com/rooms/21868275,Private room,21,159468349,$16.00,2021-11-02 16:15:01,2021-11-02 16:15:01
21873474,65qm Quiet Apartment in Berlin's best Location,https://www.airbnb.com/rooms/21873474,Entire home/apt,2,8999346,$80.00,2018-06-26 07:07:59,2018-06-26 07:07:59
21875024,NOT AVAILABLE - Huge flat with 2 bathrooms -,https://www.airbnb.com/rooms/21875024,Entire home/apt,60,10799347,$650.00,2021-11-04 00:01:12,2021-11-04 00:01:12
21878278,Beautiful studio in the heart of Charlottenburg,https://www.airbnb.com/rooms/21878278,Private room,10,54335694,$80.00,2018-04-22 17:36:21,2018-04-22 17:36:21
21879026,Tilda - Apartment * renoviert im November 2017*,https://www.airbnb.com/rooms/21879026,Entire home/apt,2,159603007,$82.00,2017-12-08 23:27:25,2017-12-08 23:27:25
21879079,Nice relaxing room! Very central,https://www.airbnb.com/rooms/21879079,Private room,2,55365825,$35.00,2017-11-26 04:47:40,2017-11-26 04:47:40
21879114,Modern Berlin City design Studio,https://www.airbnb.com/rooms/21879114,Entire home/apt,3,336850,$99.00,2017-12-31 08:39:13,2017-12-31 08:39:13
21879874,Bright and Central 2 Room Apartment,https://www.airbnb.com/rooms/21879874,Entire home/apt,5,159609896,$49.00,2017-12-26 17:22:59,2017-12-26 17:22:59
21887537,BerlinMoabit: super gemütliche Altbau Wohnung,https://www.airbnb.com/rooms/21887537,Private room,7,151048441,$32.00,2017-11-10 13:29:25,2017-11-10 13:29:25
21887990,"Cozy 2 room apt in Berlin Mitte, balcony + bathtub",https://www.airbnb.com/rooms/21887990,Entire home/apt,4,24416750,$78.00,2021-10-28 12:17:12,2021-10-28 12:17:12
21889040,Cozy Studio Loft Special for you!,https://www.airbnb.com/rooms/21889040,Entire home/apt,4,159701548,$40.00,2017-12-13 11:41:36,2017-12-13 11:41:36
21889928,"Zentraler, heller, schöner 4 Zi Altbau",https://www.airbnb.com/rooms/21889928,Entire home/apt,1,31387967,$127.00,2017-12-29 23:30:43,2017-12-29 23:30:43
21890836,Zentrale Ladenwohnung,https://www.airbnb.com/rooms/21890836,Entire home/apt,2,43883738,$52.00,2017-11-24 06:09:14,2017-11-24 06:09:14
21896542,Cozy room in the centre near Checkpoint Charlie,https://www.airbnb.com/rooms/21896542,Private room,1,6093732,$53.00,2017-11-20 13:51:29,2017-11-20 13:51:29
21898571,Source of life Tempelhof,https://www.airbnb.com/rooms/21898571,Private room,3,3272181,$35.00,2017-11-12 08:48:26,2017-11-12 08:48:26
21902326,Zweizimmerwohnung in Mitte beim Mauerpark,https://www.airbnb.com/rooms/21902326,Private room,2,64304129,$30.00,2017-12-04 04:02:47,2017-12-04 04:02:47
21902425,"Spacious lovely flat, 3 bedrooms, Green Zehlendorf",https://www.airbnb.com/rooms/21902425,Entire home/apt,3,4570719,$75.00,2018-09-27 02:00:54,2018-09-27 02:00:54
21904684,A spacious room near Check Point Charlie,https://www.airbnb.com/rooms/21904684,Private room,1,99462689,$40.00,2017-12-06 18:07:50,2017-12-06 18:07:50
21905096,Gemütliches Zimmer in Neukölln,https://www.airbnb.com/rooms/21905096,Private room,2,37211535,$58.00,2021-11-16 13:37:16,2021-11-16 13:37:16
21906202,"""Kreuzkölln"" Dachgeschoss",https://www.airbnb.com/rooms/21906202,Entire home/apt,30,8827923,$45.00,2017-12-07 06:57:14,2017-12-07 06:57:14
21907022,Marvelous room in the hottest area in Berlin,https://www.airbnb.com/rooms/21907022,Private room,2,5597128,$31.00,2017-11-28 11:49:08,2017-11-28 11:49:08
21907180,"Family-Friendly Old-building apt., Quiet Location",https://www.airbnb.com/rooms/21907180,Entire home/apt,2,159831846,$63.00,2021-11-01 04:30:51,2021-11-01 04:30:51
21909195,2-Zimmer Wohnung in Kreuzberg nahe Maybachufer,https://www.airbnb.com/rooms/21909195,Entire home/apt,4,71476022,$75.00,2017-12-22 04:12:39,2017-12-22 04:12:39
21916289,Your Home in Central Berlin where its heart beats,https://www.airbnb.com/rooms/21916289,Entire home/apt,1,72265204,$95.00,2021-11-01 01:48:39,2021-11-01 01:48:39
21917135,Zentrale Wohnung in Schöneberg,https://www.airbnb.com/rooms/21917135,Entire home/apt,5,159921408,$85.00,2018-02-18 21:50:11,2018-02-18 21:50:11
21919556,"Bright, Spacious & Calm Apartment Primely Located",https://www.airbnb.com/rooms/21919556,Entire home/apt,14,13036089,$99.00,2018-05-27 12:57:00,2018-05-27 12:57:00
21919986,BERLÍN-MITTE; APARTAMENTO LUMINOSO CON TERRAZA,https://www.airbnb.com/rooms/21919986,Entire home/apt,4,159938913,$46.00,2021-11-03 13:37:14,2021-11-03 13:37:14
21921201,"Beautiful Apartment Berlin Prenzlauerberg, Mitte",https://www.airbnb.com/rooms/21921201,Entire home/apt,1,10441693,$200.00,2018-07-21 12:29:00,2018-07-21 12:29:00
21921674,19th century appartment Berlin-Mitte,https://www.airbnb.com/rooms/21921674,Entire home/apt,7,101105607,$56.00,2017-12-21 04:13:16,2017-12-21 04:13:16
21923370,Large Updated Flat near Berlin Mitte,https://www.airbnb.com/rooms/21923370,Entire home/apt,20,20326704,$35.00,2017-12-29 08:52:21,2017-12-29 08:52:21
21931638,Gemütliches Apartment im Herzen Charlottenburgs!,https://www.airbnb.com/rooms/21931638,Entire home/apt,2,160045464,$60.00,2017-11-24 18:15:53,2017-11-24 18:15:53
21931715,Cosy apartment in the most vibrant location,https://www.airbnb.com/rooms/21931715,Entire home/apt,4,160046811,$35.00,2017-12-11 06:57:53,2017-12-11 06:57:53
21939942,Zimmer in Berlin Mitte (Moabit),https://www.airbnb.com/rooms/21939942,Private room,7,26566483,$65.00,2017-12-06 18:39:17,2017-12-06 18:39:17
21941079,Quiet flat central and close to Tempelhofer Feld,https://www.airbnb.com/rooms/21941079,Entire home/apt,5,115360418,$45.00,2017-12-17 20:44:28,2017-12-17 20:44:28
21941403,Sunny room in the Heart of Kreuzberg,https://www.airbnb.com/rooms/21941403,Private room,3,8153157,$35.00,2017-12-25 23:54:23,2017-12-25 23:54:23
21943276,Cosy and central 1-room apartment with balcony,https://www.airbnb.com/rooms/21943276,Entire home/apt,8,23099078,$40.00,2018-01-01 12:36:26,2018-01-01 12:36:26
21943576,Spacious room in Berlin's most vivid neighborhood,https://www.airbnb.com/rooms/21943576,Private room,2,76875398,$21.00,2017-12-06 14:24:57,2017-12-06 14:24:57
21944216,8 People Vacation Apartment Family & Friends,https://www.airbnb.com/rooms/21944216,Entire home/apt,1,61830542,$195.00,2017-12-05 06:51:51,2017-12-05 06:51:51
21946707,Cosy maisonette  in quiet backyard in Berlin Mitte,https://www.airbnb.com/rooms/21946707,Entire home/apt,3,87444890,$69.00,2017-12-20 21:14:52,2017-12-20 21:14:52
21948996,Studio under the sky of Berlin!,https://www.airbnb.com/rooms/21948996,Entire home/apt,1,8787480,$60.00,2017-11-26 04:31:40,2017-11-26 04:31:40
21954126,Rooftop Loft w/ terrace & amazing view city center,https://www.airbnb.com/rooms/21954126,Entire home/apt,21,5072702,$50.00,2017-12-20 19:35:11,2017-12-20 19:35:11
21955318,Welcome to our lightly & Cosy apartment,https://www.airbnb.com/rooms/21955318,Entire home/apt,3,19429292,$70.00,2017-12-24 15:37:46,2017-12-24 15:37:46
21956322,Bright & Stylish Studio in Central Friedrichshain,https://www.airbnb.com/rooms/21956322,Entire home/apt,3,44675430,$65.00,2017-12-21 00:29:05,2017-12-21 00:29:05
21956391,LOFT SPACE in best central Berlin location!,https://www.airbnb.com/rooms/21956391,Entire home/apt,92,160283585,$99.00,2017-12-15 18:14:52,2017-12-15 18:14:52
21956562,Nice and cosy flat for yourself in the center,https://www.airbnb.com/rooms/21956562,Entire home/apt,2,71064300,$59.00,2017-11-21 08:01:19,2017-11-21 08:01:19
21957747,1 Zimmerparadies,https://www.airbnb.com/rooms/21957747,Entire home/apt,14,160296770,$25.00,2021-11-07 10:01:35,2021-11-07 10:01:35
21959121,"Cozy Place, City Centre of Berlin",https://www.airbnb.com/rooms/21959121,Private room,10,50737554,$20.00,2017-12-29 22:30:40,2017-12-29 22:30:40
21959228,"2 room apartment, cozy, quiet and central",https://www.airbnb.com/rooms/21959228,Entire home/apt,4,11788627,$69.00,2017-12-21 01:45:36,2017-12-21 01:45:36
21963583,Spacious and Cosy Flat in Steglitz / Schöneberg,https://www.airbnb.com/rooms/21963583,Private room,3,89883870,$50.00,2017-12-04 04:02:44,2017-12-04 04:02:44
21971002,Cosy room in the heart of Berlin-Friedrichshain!,https://www.airbnb.com/rooms/21971002,Private room,3,135558934,$60.00,2017-12-24 22:16:45,2017-12-24 22:16:45
21972656,Großzügige WG mitten im Prenzlau Berg. ♥️,https://www.airbnb.com/rooms/21972656,Private room,2,150486946,$35.00,2017-12-03 18:50:57,2017-12-03 18:50:57
21978336,Spacious apartment by the park,https://www.airbnb.com/rooms/21978336,Entire home/apt,4,2889960,$63.00,2018-01-14 02:02:56,2018-01-14 02:02:56
21987253,Artistically designed apartment in Steglitz,https://www.airbnb.com/rooms/21987253,Entire home/apt,2,160545973,$157.00,2018-02-07 17:42:39,2018-02-07 17:42:39
21988296,Cosy apartment between Zoo and central station :),https://www.airbnb.com/rooms/21988296,Private room,1,90583250,$35.00,2017-12-21 08:05:04,2017-12-21 08:05:04
21988470,Sunny room in cosy home ♡,https://www.airbnb.com/rooms/21988470,Private room,3,93195176,$25.00,2021-10-29 21:29:43,2021-10-29 21:29:43
21989420,cozy room in traditional Berlin apartment,https://www.airbnb.com/rooms/21989420,Private room,4,160563462,$30.00,2017-12-27 08:21:24,2017-12-27 08:21:24
21990501,"Große, helle und gemütliche Zimmer",https://www.airbnb.com/rooms/21990501,Private room,5,156580537,$13.00,2017-12-17 06:11:39,2017-12-17 06:11:39
21991157,Big Room in Prenzlauer Berg,https://www.airbnb.com/rooms/21991157,Private room,2,41628025,$50.00,2017-12-21 10:41:05,2017-12-21 10:41:05
21995676,"♥ Big apartment, perfect for couples & families ♥",https://www.airbnb.com/rooms/21995676,Entire home/apt,2,160604605,$55.00,2018-01-13 20:44:22,2018-01-13 20:44:22
21996707,Double room with balcony,https://www.airbnb.com/rooms/21996707,Private room,3,126788078,$30.00,2017-12-25 17:25:17,2017-12-25 17:25:17
22004268,Studio at Ostbahnhof,https://www.airbnb.com/rooms/22004268,Entire home/apt,3,96629115,$30.00,2017-12-15 06:48:41,2017-12-15 06:48:41
22005719,Sunny and Spacious in Beloved Bergmannkiez,https://www.airbnb.com/rooms/22005719,Private room,10,119074475,$25.00,2017-12-01 21:48:46,2017-12-01 21:48:46
22008008,Berlin Mitte Cozy Room + Netflix and Game Console,https://www.airbnb.com/rooms/22008008,Private room,2,29773670,$40.00,2021-10-30 07:06:14,2021-10-30 07:06:14
22008690,Wohnung Schönleinstraße,https://www.airbnb.com/rooms/22008690,Entire home/apt,2,61791417,$80.00,2017-12-18 21:49:39,2017-12-18 21:49:39
22010367,Lovely room in Berlin-Neukölln,https://www.airbnb.com/rooms/22010367,Private room,7,112635652,$35.00,2021-11-12 02:43:20,2021-11-12 02:43:20
22021456,Cozy room with balcony in vibrant Neukölln,https://www.airbnb.com/rooms/22021456,Private room,2,86870072,$60.00,2017-12-23 16:28:41,2017-12-23 16:28:41
22023455,"Berlin-Kreuzberg Flat with Style and View, Flat me & myself",https://www.airbnb.com/rooms/22023455,Entire home/apt,7,160823100,$28.00,2021-11-15 08:11:10,2021-11-15 08:11:10
22023548,Sehr helle Zimmer am Chamissoplatz,https://www.airbnb.com/rooms/22023548,Private room,5,160825827,$38.00,2017-12-20 00:23:35,2017-12-20 00:23:35
22024305,Stylish room in a shared flat!,https://www.airbnb.com/rooms/22024305,Private room,2,160830896,$25.00,2017-11-23 05:19:41,2017-11-23 05:19:41
22028578,Lovely apartment in Prenzlauer Berg,https://www.airbnb.com/rooms/22028578,Entire home/apt,5,21416410,$60.00,2021-10-28 13:03:00,2021-10-28 13:03:00
22028749,Himmel über Berlin - cosy room in Prenzlauer Berg,https://www.airbnb.com/rooms/22028749,Private room,2,160861534,$26.00,2017-12-21 19:33:28,2017-12-21 19:33:28
22033709,"bright, cosy room in Berlin- Schöneberg",https://www.airbnb.com/rooms/22033709,Private room,4,85296462,$39.00,2018-01-01 17:34:07,2018-01-01 17:34:07
22041086,Cozy flat next to a park,https://www.airbnb.com/rooms/22041086,Entire home/apt,1,79844130,$600.00,2021-10-21 13:53:54,2021-10-21 13:53:54
22045062,Cosy two bedroom apartment,https://www.airbnb.com/rooms/22045062,Entire home/apt,3,42255515,$50.00,2017-12-22 05:32:36,2017-12-22 05:32:36
22046193,"Spacious & Modern in the west-centre, with balcony",https://www.airbnb.com/rooms/22046193,Entire home/apt,5,161005730,$135.00,2018-02-14 21:01:04,2018-02-14 21:01:04
