status_id,race_id,driver_id,constructor_id,result_id,grid,position_order,points,laps,fastest_lap_time,fastest_lap_speed,lap_time,lap_milliseconds,lap_number,fastest_lap,position,rank,status_desc,position_desc
5,552,238,25,13511,16,24,0.0,3,,,,,3,,,,Engine,retired
10,552,175,57,13512,10,25,0.0,3,,,,,23,,,,Electrical,retired
3,552,211,64,13513,13,26,0.0,0,,,,,24,,,,Accident,retired
81,552,237,37,13514,0,27,0.0,0,,,,,9,,,,Did not qualify,failed to qualify
81,552,223,57,13515,0,28,0.0,0,,,,,22,,,,Did not qualify,failed to qualify
81,552,205,37,13516,0,29,0.0,0,,,,,38,,,,Did not qualify,failed to qualify
81,552,208,1,13517,0,30,0.0,0,,,,,36,,,,Did not qualify,failed to qualify
97,552,259,68,13518,0,31,0.0,0,,,,,31,,,,Did not prequalify,failed to qualify
97,552,264,37,13519,0,32,0.0,0,,,,,33,,,,Did not prequalify,failed to qualify
97,552,265,66,13520,0,33,0.0,0,,,,,35,,,,Did not prequalify,failed to qualify
97,552,245,63,13521,0,34,0.0,0,,,,,44,,,,Did not prequalify,failed to qualify
97,552,266,69,13522,0,35,0.0,0,,,,,45,,,,Did not prequalify,failed to qualify
97,552,263,37,13523,0,36,0.0,0,,,,,32,,,,Did not prequalify,failed to qualify
3,553,211,64,13534,23,11,0.0,40,,,,,24,,,,Accident,retired
5,553,207,32,13535,7,12,0.0,34,,,,,5,,,,Engine,retired
48,553,231,1,13536,4,13,0.0,32,,,,,1,,,,Fuel pump,retired
5,553,255,32,13537,9,14,0.0,31,,,,,6,,,,Engine,retired
6,553,200,1,13538,13,15,0.0,26,,,,,2,,,,Gearbox,retired
5,553,221,25,13539,15,16,0.0,22,,,,,4,,,,Engine,retired
5,553,172,27,13540,6,17,0.0,21,,,,,26,,,,Engine,retired
5,553,212,64,13541,24,18,0.0,20,,,,,25,,,,Engine,retired
3,553,239,1,13542,21,19,0.0,14,,,,,30,,,,Accident,retired
8,553,251,37,13543,19,20,0.0,9,,,,,10,,,,Clutch,retired
5,553,187,34,13544,2,21,0.0,8,,,,,7,,,,Engine,retired
7,553,197,67,13545,12,22,0.0,5,,,,,34,,,,Transmission,retired
3,553,178,58,13546,17,23,0.0,0,,,,,17,,,,Accident,retired
81,553,268,67,13547,25,24,0.0,9,,,,,35,,,,Did not qualify,failed to qualify
81,553,258,37,13548,0,25,0.0,0,,,,,27,,,,Did not qualify,failed to qualify
81,553,208,1,13549,0,26,0.0,0,,,,,36,,,,Did not qualify,failed to qualify
81,553,224,56,13550,0,27,0.0,0,,,,,28,,,,Did not qualify,failed to qualify
81,553,232,37,13551,0,28,0.0,0,,,,,37,,,,Did not qualify,failed to qualify
81,553,269,66,13552,0,29,0.0,0,,,,,40,,,,Did not qualify,failed to qualify
20,554,222,59,13570,8,18,0.0,45,,,,,20,,,,Spun off,retired
5,554,231,1,13571,2,19,0.0,43,,,,,1,,,,Engine,retired
5,554,175,57,13572,7,20,0.0,41,,,,,23,,,,Engine,retired
5,554,255,32,13573,16,21,0.0,38,,,,,6,,,,Engine,retired
6,554,232,58,13574,21,22,0.0,29,,,,,16,,,,Gearbox,retired
44,554,172,27,13575,6,23,0.0,21,,,,,26,,,,Oil leak,retired
5,554,207,32,13576,3,24,0.0,11,,,,,5,,,,Engine,retired
3,554,251,37,13577,24,25,0.0,2,,,,,10,,,,Accident,retired
3,554,223,57,13578,11,26,0.0,0,,,,,22,,,,Accident,retired
81,554,205,37,13579,0,27,0.0,0,,,,,38,,,,Did not qualify,failed to qualify
81,554,270,64,13580,0,28,0.0,0,,,,,39,,,,Did not qualify,failed to qualify
81,554,212,64,13581,0,29,0.0,0,,,,,25,,,,Did not qualify,failed to qualify
81,554,237,37,13582,0,30,0.0,0,,,,,9,,,,Did not qualify,failed to qualify
2,555,205,70,13596,23,14,0.0,52,,,,,38,,,,Disqualified,disqualified
22,555,219,4,13597,10,15,0.0,39,,,,,15,,,,Suspension,retired
3,555,255,32,13598,5,16,0.0,34,,,,,6,,,,Accident,retired
5,555,178,58,13599,13,17,0.0,32,,,,,17,,,,Engine,retired
5,555,221,25,13600,11,18,0.0,31,,,,,4,,,,Engine,retired
80,555,238,25,13601,7,19,0.0,18,,,,,3,,,,Ignition,retired
37,555,223,57,13602,9,20,0.0,17,,,,,22,,,,Throttle,retired
5,555,207,32,13603,1,21,0.0,14,,,,,5,,,,Engine,retired
3,555,211,64,13604,26,22,0.0,8,,,,,24,,,,Accident,retired
3,555,231,1,13605,3,23,0.0,5,,,,,1,,,,Accident,retired
80,555,197,67,13606,21,24,0.0,4,,,,,34,,,,Ignition,retired
44,555,187,34,13607,8,25,0.0,2,,,,,7,,,,Oil leak,retired
3,555,200,1,13608,14,26,0.0,0,,,,,2,,,,Accident,retired
81,555,258,37,13609,0,27,0.0,0,,,,,27,,,,Did not qualify,failed to qualify
81,555,232,37,13610,0,28,0.0,0,,,,,37,,,,Did not qualify,failed to qualify
81,555,267,63,13611,0,29,0.0,0,,,,,18,,,,Did not qualify,failed to qualify
81,555,270,64,13612,0,30,0.0,0,,,,,39,,,,Did not qualify,failed to qualify
81,555,257,37,13613,0,31,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
81,555,212,64,13614,0,32,0.0,0,,,,,25,,,,Did not qualify,failed to qualify
81,555,269,66,13615,0,33,0.0,0,,,,,29,,,,Did not qualify,failed to qualify
81,555,247,37,13616,0,34,0.0,0,,,,,32,,,,Did not qualify,failed to qualify
7,556,251,37,13626,17,10,0.0,41,,,,,10,,,,Transmission,retired
20,556,199,6,13627,2,11,0.0,39,,,,,12,,,,Spun off,retired
20,556,119,58,13628,6,12,0.0,39,,,,,16,,,,Spun off,retired
5,556,152,1,13629,15,13,0.0,38,,,,,14,,,,Engine,retired
5,556,233,34,13630,11,14,0.0,31,,,,,8,,,,Engine,retired
20,556,231,1,13631,1,15,0.0,26,,,,,1,,,,Spun off,retired
5,556,221,25,13632,13,16,0.0,24,,,,,4,,,,Engine,retired
5,556,222,59,13633,3,17,0.0,23,,,,,20,,,,Engine,retired
5,556,219,4,13634,20,18,0.0,23,,,,,15,,,,Engine,retired
5,556,197,67,13635,18,19,0.0,19,,,,,34,,,,Engine,retired
5,556,175,57,13636,21,20,0.0,9,,,,,23,,,,Engine,retired
3,556,230,63,13637,10,21,0.0,5,,,,,19,,,,Accident,retired
22,556,255,32,13638,22,22,0.0,4,,,,,6,,,,Suspension,retired
5,556,239,1,13639,19,23,0.0,4,,,,,30,,,,Engine,retired
3,556,187,34,13640,14,24,0.0,3,,,,,7,,,,Accident,retired
81,556,237,37,13641,0,25,0.0,0,,,,,9,,,,Did not qualify,failed to qualify
81,556,224,56,13642,0,26,0.0,0,,,,,28,,,,Did not qualify,failed to qualify
81,556,241,63,13643,0,27,0.0,0,,,,,18,,,,Did not qualify,failed to qualify
81,556,205,70,13644,0,28,0.0,0,,,,,38,,,,Did not qualify,failed to qualify
81,556,208,1,13645,0,29,0.0,0,,,,,36,,,,Did not qualify,failed to qualify
81,556,270,64,13646,0,30,0.0,0,,,,,25,,,,Did not qualify,failed to qualify
81,556,269,66,13647,0,31,0.0,0,,,,,29,,,,Did not qualify,failed to qualify
81,556,246,67,13648,0,32,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
81,556,271,71,13649,0,33,0.0,0,,,,,41,,,,Did not qualify,failed to qualify
81,556,220,34,13650,0,34,0.0,0,,,,,21,,,,Did not qualify,failed to qualify
91,557,219,4,13670,14,20,0.0,30,,,,,15,,,,Alternator,retired
3,557,255,32,13671,12,21,0.0,17,,,,,6,,,,Accident,retired
3,557,233,34,13672,2,22,0.0,14,,,,,8,,,,Accident,retired
3,557,251,37,13673,21,23,0.0,10,,,,,10,,,,Accident,retired
48,557,200,1,13674,15,24,0.0,8,,,,,2,,,,Fuel pump,retired
3,557,240,67,13675,26,25,0.0,6,,,,,14,,,,Accident,retired
3,557,178,58,13676,13,26,0.0,3,,,,,17,,,,Accident,retired
81,557,175,57,13677,0,27,0.0,0,,,,,23,,,,Did not qualify,failed to qualify
3,558,231,1,13690,2,13,0.0,61,,,,,1,,,,Accident,retired
5,558,258,37,13691,21,14,0.0,56,,,,,27,,,,Engine,retired
95,558,238,25,13692,3,15,0.0,34,,,,,3,,,,Fuel leak,retired
3,558,211,64,13693,25,16,0.0,32,,,,,24,,,,Accident,retired
3,558,246,63,13694,24,17,0.0,31,,,,,18,,,,Accident,retired
5,558,251,37,13695,18,18,0.0,29,,,,,10,,,,Engine,retired
5,558,224,56,13696,19,19,0.0,29,,,,,28,,,,Engine,retired
69,558,199,6,13697,12,20,0.0,20,,,,,12,,,,Fuel system,retired
5,558,233,34,13698,13,21,0.0,19,,,,,8,,,,Engine,retired
3,558,255,32,13699,4,22,0.0,17,,,,,6,,,,Accident,retired
7,558,172,27,13700,11,23,0.0,12,,,,,26,,,,Transmission,retired
22,558,187,34,13701,10,24,0.0,1,,,,,7,,,,Suspension,retired
3,558,223,57,13702,14,25,0.0,0,,,,,22,,,,Accident,retired
54,558,270,64,13703,0,26,0.0,0,,,,,25,,,,Withdrew,withdrew
81,558,219,4,13704,0,27,0.0,0,,,,,15,,,,Did not qualify,failed to qualify
6,559,255,32,13717,14,13,0.0,63,,,,,6,,,,Gearbox,retired
5,559,223,57,13718,10,14,0.0,43,,,,,22,,,,Engine,retired
6,559,187,34,13719,3,15,0.0,29,,,,,7,,,,Gearbox,retired
5,559,200,1,13720,8,16,0.0,28,,,,,2,,,,Engine,retired
5,559,175,57,13721,16,17,0.0,14,,,,,23,,,,Engine,retired
3,559,238,25,13722,18,18,0.0,5,,,,,3,,,,Accident,retired
3,559,203,6,13723,20,19,0.0,5,,,,,11,,,,Accident,retired
5,559,197,27,13724,17,20,0.0,3,,,,,27,,,,Engine,retired
4,559,207,32,13725,1,21,0.0,1,,,,,5,,,,Collision,retired
4,559,274,72,13726,19,22,0.0,1,,,,,51,,,,Collision,retired
4,559,246,63,13727,21,23,0.0,1,,,,,18,,,,Collision,retired
3,560,197,58,13742,3,15,0.0,33,,,,,17,,,,Accident,retired
3,560,231,1,13743,1,16,0.0,32,,,,,11,,,,Accident,retired
44,560,230,37,13744,7,17,0.0,15,,,,,9,,,,Oil leak,retired
7,560,172,27,13745,11,18,0.0,14,,,,,26,,,,Transmission,retired
3,560,238,32,13746,18,19,0.0,10,,,,,5,,,,Accident,retired
3,560,207,32,13747,16,20,0.0,6,,,,,6,,,,Accident,retired
69,560,187,67,13748,8,21,0.0,2,,,,,28,,,,Fuel system,retired
94,560,270,66,13749,21,22,0.0,2,,,,,14,,,,Oil pump,retired
5,561,223,6,13767,9,18,0.0,52,,,,,2,,,,Engine,retired
5,561,172,27,13768,8,19,0.0,49,,,,,26,,,,Engine,retired
21,561,197,58,13769,15,20,0.0,28,,,,,17,,,,Radiator,retired
51,561,250,204,13770,14,21,0.0,22,,,,,8,,,,Oil pressure,retired
8,561,255,32,13771,25,22,0.0,18,,,,,6,,,,Clutch,retired
51,561,199,204,13772,11,23,0.0,16,,,,,7,,,,Oil pressure,retired
3,561,238,37,13773,13,24,0.0,15,,,,,10,,,,Accident,retired
3,561,251,25,13774,16,25,0.0,0,,,,,15,,,,Accident,retired
62,562,178,63,13785,19,11,0.0,70,,,,,19,,,,Not classified,not classified
62,562,187,67,13786,9,12,0.0,69,,,,,28,,,,Not classified,not classified
22,562,222,25,13787,11,13,0.0,34,,,,,3,,,,Suspension,retired
86,562,252,58,13788,5,14,0.0,32,,,,,16,,,,Halfshaft,retired
47,562,207,73,13789,15,15,0.0,15,,,,,27,,,,Water leak,retired
3,562,231,1,13790,3,16,0.0,3,,,,,11,,,,Accident,retired
3,562,233,37,13791,18,17,0.0,2,,,,,34,,,,Accident,retired
3,562,230,37,13792,20,18,0.0,0,,,,,9,,,,Accident,retired
3,562,199,204,13793,10,19,0.0,0,,,,,7,,,,Accident,retired
22,562,255,32,13794,8,20,0.0,0,,,,,6,,,,Suspension,retired
81,562,277,59,13795,0,21,0.0,0,,,,,21,,,,Did not qualify,failed to qualify
81,562,253,56,13796,0,22,0.0,0,,,,,31,,,,Did not qualify,failed to qualify
81,562,232,37,13797,0,23,0.0,0,,,,,35,,,,Did not qualify,failed to qualify
81,562,276,32,13798,0,24,0.0,0,,,,,5,,,,Did not qualify,failed to qualify
81,562,235,59,13799,0,25,0.0,0,,,,,20,,,,Did not qualify,failed to qualify
81,562,229,64,13800,0,26,0.0,0,,,,,24,,,,Did not qualify,failed to qualify
81,562,239,63,13801,0,27,0.0,0,,,,,18,,,,Did not qualify,failed to qualify
5,563,200,1,13815,4,14,0.0,65,,,,,12,,,,Engine,retired
10,563,197,58,13816,15,15,0.0,61,,,,,17,,,,Electrical,retired
5,563,222,25,13817,14,16,0.0,53,,,,,3,,,,Engine,retired
5,563,187,67,13818,13,17,0.0,51,,,,,28,,,,Engine,retired
6,563,232,37,13819,18,18,0.0,36,,,,,35,,,,Gearbox,retired
6,563,207,32,13820,9,19,0.0,34,,,,,5,,,,Gearbox,retired
3,563,221,25,13821,3,20,0.0,25,,,,,4,,,,Accident,retired
22,563,230,37,13822,6,21,0.0,21,,,,,9,,,,Suspension,retired
6,563,233,37,13823,17,22,0.0,16,,,,,34,,,,Gearbox,retired
7,563,238,37,13824,16,23,0.0,11,,,,,10,,,,Transmission,retired
7,563,224,56,13825,19,24,0.0,3,,,,,30,,,,Transmission,retired
81,563,239,63,13826,0,25,0.0,0,,,,,18,,,,Did not qualify,failed to qualify
81,563,271,182,13827,0,26,0.0,0,,,,,32,,,,Did not qualify,failed to qualify
81,563,279,3,13828,0,27,0.0,0,,,,,25,,,,Did not qualify,failed to qualify
81,563,208,182,13829,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
81,563,229,64,13830,0,29,0.0,0,,,,,24,,,,Did not qualify,failed to qualify
81,563,253,56,13831,0,30,0.0,0,,,,,31,,,,Did not qualify,failed to qualify
10,564,239,63,13844,26,13,0.0,62,,,,,18,,,,Electrical,retired
10,564,250,204,13845,9,14,0.0,58,,,,,8,,,,Electrical,retired
3,564,278,57,13846,8,15,0.0,51,,,,,22,,,,Accident,retired
6,564,231,1,13847,3,16,0.0,35,,,,,11,,,,Gearbox,retired
22,564,233,37,13848,15,17,0.0,33,,,,,34,,,,Suspension,retired
5,564,229,64,13849,24,18,0.0,31,,,,,24,,,,Engine,retired
5,564,221,25,13850,4,19,0.0,29,,,,,4,,,,Engine,retired
86,564,207,32,13851,11,20,0.0,28,,,,,5,,,,Halfshaft,retired
86,564,258,182,13852,19,21,0.0,26,,,,,33,,,,Halfshaft,retired
5,564,232,37,13853,21,22,0.0,21,,,,,35,,,,Engine,retired
5,564,199,204,13854,12,23,0.0,17,,,,,7,,,,Engine,retired
3,564,238,37,13855,10,24,0.0,16,,,,,10,,,,Accident,retired
3,564,255,32,13856,22,25,0.0,7,,,,,6,,,,Accident,retired
86,564,230,37,13857,5,26,0.0,6,,,,,9,,,,Halfshaft,retired
81,564,224,56,13858,0,27,0.0,0,,,,,30,,,,Did not qualify,failed to qualify
81,564,235,59,13859,0,28,0.0,0,,,,,20,,,,Did not qualify,failed to qualify
81,564,265,64,13860,0,29,0.0,0,,,,,25,,,,Did not qualify,failed to qualify
5,565,255,32,13875,16,15,0.0,39,,,,,6,,,,Engine,retired
3,565,238,37,13876,3,16,0.0,26,,,,,10,,,,Accident,retired
5,565,231,1,13877,14,17,0.0,24,,,,,11,,,,Engine,retired
22,565,230,37,13878,9,18,0.0,9,,,,,9,,,,Suspension,retired
4,565,178,63,13879,19,19,0.0,1,,,,,19,,,,Collision,retired
3,565,199,204,13880,20,20,0.0,0,,,,,7,,,,Accident,retired
81,565,235,59,13881,0,21,0.0,0,,,,,20,,,,Did not qualify,failed to qualify
81,565,280,63,13882,0,22,0.0,0,,,,,38,,,,Did not qualify,failed to qualify
81,565,256,70,13883,0,23,0.0,0,,,,,37,,,,Did not qualify,failed to qualify
81,565,229,64,13884,0,24,0.0,0,,,,,24,,,,Did not qualify,failed to qualify
81,565,232,37,13885,0,25,0.0,0,,,,,35,,,,Did not qualify,failed to qualify
20,566,229,64,13901,23,16,0.0,54,,,,,24,,,,Spun off,retired
5,566,233,37,13902,20,17,0.0,52,,,,,34,,,,Engine,retired
5,566,207,32,13903,2,18,0.0,45,,,,,5,,,,Engine,retired
3,566,278,57,13904,3,19,0.0,38,,,,,22,,,,Accident,retired
5,566,277,59,13905,25,20,0.0,20,,,,,21,,,,Engine,retired
5,566,256,70,13906,22,21,0.0,18,,,,,37,,,,Engine,retired
64,566,224,56,13907,21,22,0.0,10,,,,,30,,,,Handling,retired
3,566,271,182,13908,26,23,0.0,5,,,,,32,,,,Accident,retired
3,566,255,32,13909,6,24,0.0,2,,,,,6,,,,Accident,retired
5,566,199,204,13910,16,25,0.0,2,,,,,7,,,,Engine,retired
3,566,187,67,13911,17,26,0.0,0,,,,,28,,,,Accident,retired
81,566,281,182,13912,0,27,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
22,567,178,63,13932,18,20,0.0,44,,,,,19,,,,Suspension,retired
51,567,230,37,13933,11,21,0.0,28,,,,,9,,,,Oil pressure,retired
51,567,224,56,13934,21,22,0.0,21,,,,,30,,,,Oil pressure,retired
22,567,280,63,13935,24,23,0.0,19,,,,,38,,,,Suspension,retired
5,567,223,6,13936,4,24,0.0,17,,,,,2,,,,Engine,retired
5,567,182,6,13937,2,25,0.0,8,,,,,1,,,,Engine,retired
6,567,255,32,13938,12,26,0.0,8,,,,,6,,,,Gearbox,retired
24,567,229,64,13939,29,27,0.0,4,,,,,24,,,,Differential,retired
81,567,282,182,13940,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
81,567,253,56,13941,0,29,0.0,0,,,,,31,,,,Did not qualify,failed to qualify
81,567,271,182,13942,0,30,0.0,0,,,,,32,,,,Did not qualify,failed to qualify
2,568,231,1,13952,2,10,0.0,76,,,,,11,,,,Disqualified,disqualified
5,568,255,32,13953,14,11,0.0,67,,,,,6,,,,Engine,retired
69,568,238,37,13954,7,12,0.0,60,,,,,10,,,,Fuel system,retired
6,568,239,63,13955,18,13,0.0,55,,,,,18,,,,Gearbox,retired
5,568,221,25,13956,5,14,0.0,47,,,,,4,,,,Engine,retired
51,568,199,204,13957,15,15,0.0,46,,,,,7,,,,Oil pressure,retired
5,568,232,37,13958,9,16,0.0,39,,,,,35,,,,Engine,retired
51,568,223,6,13959,4,17,0.0,36,,,,,2,,,,Oil pressure,disqualified
22,568,172,27,13960,13,18,0.0,31,,,,,26,,,,Suspension,disqualified
6,568,276,182,13961,22,19,0.0,24,,,,,32,,,,Gearbox,retired
3,568,230,37,13962,10,20,0.0,22,,,,,9,,,,Accident,retired
69,568,280,63,13963,26,21,0.0,16,,,,,38,,,,Fuel system,retired
47,568,278,57,13964,6,22,0.0,8,,,,,22,,,,Water leak,retired
80,568,207,32,13965,3,23,0.0,4,,,,,5,,,,Ignition,retired
8,568,200,1,13966,12,24,0.0,1,,,,,12,,,,Clutch,retired
3,568,233,37,13967,17,25,0.0,0,,,,,34,,,,Accident,retired
3,568,265,64,13968,25,26,0.0,0,,,,,25,,,,Accident,retired
81,568,235,59,13969,0,27,0.0,0,,,,,20,,,,Did not qualify,failed to qualify
81,568,242,63,13970,0,28,0.0,0,,,,,13,,,,Did not qualify,failed to qualify
81,568,283,58,13971,0,29,0.0,0,,,,,40,,,,Did not qualify,failed to qualify
81,568,275,182,13972,0,30,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
23,569,232,59,13988,21,16,0.0,3,,,,,20,,,,Brakes,retired
3,569,230,37,13989,13,17,0.0,1,,,,,9,,,,Accident,retired
3,569,221,25,13990,3,18,0.0,0,,,,,4,,,,Accident,retired
69,569,199,204,13991,10,19,0.0,0,,,,,7,,,,Fuel system,retired
3,569,238,37,13992,11,20,0.0,0,,,,,10,,,,Accident,retired
8,569,233,37,13993,4,21,0.0,0,,,,,34,,,,Clutch,retired
6,569,172,27,13994,6,22,0.0,0,,,,,26,,,,Gearbox,retired
31,569,278,57,13995,17,23,0.0,0,,,,,22,,,,Retired,retired
3,569,182,6,13996,2,24,0.0,0,,,,,1,,,,Accident,retired
3,569,239,63,13997,24,25,0.0,0,,,,,18,,,,Accident,retired
3,569,229,64,13998,22,26,0.0,0,,,,,24,,,,Accident,retired
81,569,275,182,13999,0,27,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
81,569,280,63,14000,0,28,0.0,0,,,,,38,,,,Did not qualify,failed to qualify
37,570,246,57,14013,19,13,0.0,47,,,,,22,,,,Throttle,retired
62,570,271,182,14014,25,14,0.0,44,,,,,32,,,,Not classified,not classified
3,570,230,37,14015,7,15,0.0,43,,,,,9,,,,Accident,retired
3,570,224,56,14016,17,16,0.0,43,,,,,30,,,,Accident,retired
3,570,250,204,14017,18,17,0.0,40,,,,,8,,,,Accident,retired
48,570,197,58,14018,8,18,0.0,40,,,,,17,,,,Fuel pump,retired
3,570,178,63,14019,15,19,0.0,30,,,,,19,,,,Accident,retired
69,570,233,37,14020,11,20,0.0,26,,,,,34,,,,Fuel system,retired
22,570,221,25,14021,13,21,0.0,24,,,,,4,,,,Suspension,retired
3,570,232,59,14022,21,22,0.0,17,,,,,20,,,,Accident,retired
23,570,252,58,14023,6,23,0.0,14,,,,,16,,,,Brakes,retired
22,570,222,25,14024,10,24,0.0,14,,,,,3,,,,Suspension,retired
8,570,199,204,14025,14,25,0.0,0,,,,,7,,,,Clutch,retired
10,571,235,57,14038,11,13,0.0,66,,,,,22,,,,Electrical,retired
86,571,257,67,14039,21,14,0.0,63,,,,,39,,,,Halfshaft,retired
44,571,250,204,14040,9,15,0.0,53,,,,,8,,,,Oil leak,retired
44,571,172,27,14041,10,16,0.0,53,,,,,26,,,,Oil leak,retired
51,571,238,37,14042,1,17,0.0,52,,,,,10,,,,Oil pressure,retired
20,571,229,64,14043,24,18,0.0,49,,,,,24,,,,Spun off,retired
6,571,187,67,14044,4,19,0.0,47,,,,,28,,,,Gearbox,retired
3,571,256,70,14045,19,20,0.0,44,,,,,27,,,,Accident,retired
10,571,224,56,14046,17,21,0.0,40,,,,,30,,,,Electrical,retired
8,571,199,204,14047,12,22,0.0,11,,,,,7,,,,Clutch,retired
3,571,255,32,14048,13,23,0.0,10,,,,,6,,,,Accident,retired
5,571,233,37,14049,26,24,0.0,9,,,,,34,,,,Engine,retired
5,571,260,63,14050,18,25,0.0,9,,,,,18,,,,Engine,retired
3,571,232,59,14051,23,26,0.0,5,,,,,20,,,,Accident,retired
81,571,284,25,14052,0,27,0.0,0,,,,,40,,,,Did not qualify,failed to qualify
69,572,243,204,14072,11,20,0.0,41,,,,,7,,,,Fuel system,retired
3,572,233,37,14073,6,21,0.0,23,,,,,34,,,,Accident,retired
3,572,207,32,14074,14,22,0.0,23,,,,,5,,,,Accident,retired
20,572,231,1,14075,24,23,0.0,11,,,,,11,,,,Spun off,retired
5,572,256,70,14076,13,24,0.0,8,,,,,40,,,,Engine,retired
5,572,250,204,14077,3,25,0.0,4,,,,,8,,,,Engine,retired
80,572,200,1,14078,25,26,0.0,2,,,,,12,,,,Ignition,retired
54,572,265,64,14079,0,27,0.0,0,,,,,25,,,,Withdrew,withdrew
54,572,232,59,14080,0,28,0.0,0,,,,,20,,,,Withdrew,withdrew
54,572,285,25,14081,0,29,0.0,0,,,,,39,,,,Withdrew,withdrew
51,573,172,27,14102,9,21,0.0,43,,,,,26,,,,Oil pressure,retired
43,573,224,56,14103,17,22,0.0,41,,,,,30,,,,Exhaust,retired
64,573,233,37,14104,8,23,0.0,36,,,,,34,,,,Handling,retired
3,573,232,59,14105,24,24,0.0,11,,,,,20,,,,Accident,retired
3,573,229,64,14106,0,25,0.0,0,,,,,24,,,,Accident,withdrew
3,573,278,59,14107,0,26,0.0,0,,,,,21,,,,Accident,withdrew
81,573,285,25,14108,0,27,0.0,0,,,,,39,,,,Did not qualify,failed to qualify
62,574,280,63,14123,26,15,0.0,48,,,,,38,,,,Not classified,not classified
5,574,252,58,14124,9,16,0.0,45,,,,,16,,,,Engine,retired
27,574,230,37,14125,12,17,0.0,34,,,,,9,,,,Tyre,retired
27,574,172,27,14126,4,18,0.0,34,,,,,26,,,,Tyre,retired
4,574,250,204,14127,10,19,0.0,31,,,,,8,,,,Collision,retired
22,574,256,204,14128,13,20,0.0,30,,,,,7,,,,Suspension,retired
22,574,207,32,14129,11,21,0.0,23,,,,,5,,,,Suspension,retired
3,574,235,57,14130,19,22,0.0,14,,,,,22,,,,Accident,retired
5,574,255,32,14131,20,23,0.0,13,,,,,6,,,,Engine,retired
22,574,238,37,14132,3,24,0.0,12,,,,,10,,,,Suspension,retired
3,574,232,59,14133,25,25,0.0,9,,,,,20,,,,Accident,retired
106,574,221,25,14134,7,26,0.0,7,,,,,4,,,,Fuel pipe,retired
81,574,285,25,14135,0,27,0.0,0,,,,,39,,,,Did not qualify,failed to qualify
25,575,222,25,14147,5,12,0.0,58,,,,,3,,,,Overheating,retired
36,575,246,59,14148,25,13,0.0,49,,,,,21,,,,Wheel,retired
68,575,252,58,14149,14,14,0.0,46,,,,,16,,,,Physical,retired
10,575,230,37,14150,8,15,0.0,38,,,,,9,,,,Electrical,retired
10,575,233,37,14151,18,16,0.0,37,,,,,34,,,,Electrical,retired
3,575,200,1,14152,12,17,0.0,35,,,,,12,,,,Accident,retired
5,575,187,67,14153,4,18,0.0,33,,,,,28,,,,Engine,retired
27,575,273,25,14154,21,19,0.0,27,,,,,52,,,,Tyre,retired
6,575,232,59,14155,19,20,0.0,23,,,,,20,,,,Gearbox,retired
54,575,224,56,14156,23,21,0.0,9,,,,,30,,,,Withdrew,retired
54,575,250,204,14157,6,22,0.0,7,,,,,8,,,,Withdrew,retired
54,575,182,6,14158,3,23,0.0,2,,,,,1,,,,Withdrew,retired
54,575,256,204,14159,17,24,0.0,1,,,,,7,,,,Withdrew,retired
5,575,238,37,14160,9,25,0.0,0,,,,,10,,,,Engine,retired
81,575,245,74,14161,0,26,0.0,0,,,,,54,,,,Did not qualify,failed to qualify
5,576,250,34,14176,2,15,0.0,46,,,,,8,,,,Engine,retired
62,576,232,3,14177,20,16,0.0,44,,,,,20,,,,Not classified,not classified
7,576,207,73,14178,10,17,0.0,27,,,,,27,,,,Transmission,retired
5,576,283,66,14179,22,18,0.0,24,,,,,14,,,,Engine,retired
5,576,238,32,14180,11,19,0.0,15,,,,,5,,,,Engine,retired
6,576,172,3,14181,17,20,0.0,15,,,,,21,,,,Gearbox,retired
3,576,290,56,14182,23,21,0.0,12,,,,,30,,,,Accident,retired
2,576,187,63,14183,15,22,0.0,6,,,,,18,,,,Disqualified,disqualified
7,576,197,202,14184,1,23,0.0,0,,,,,17,,,,Transmission,withdrew
69,577,197,202,14200,1,16,0.0,32,,,,,17,,,,Fuel system,retired
22,577,221,25,14201,9,17,0.0,31,,,,,4,,,,Suspension,retired
3,577,252,202,14202,14,18,0.0,31,,,,,16,,,,Accident,retired
69,577,232,3,14203,11,19,0.0,24,,,,,20,,,,Fuel system,retired
64,577,288,67,14204,15,20,0.0,22,,,,,28,,,,Handling,retired
10,577,283,66,14205,22,21,0.0,22,,,,,14,,,,Electrical,retired
44,577,222,25,14206,8,22,0.0,18,,,,,3,,,,Oil leak,retired
5,577,230,37,14207,17,23,0.0,1,,,,,9,,,,Engine,retired
62,578,172,3,14225,23,18,0.0,69,,,,,21,,,,Not classified,not classified
62,578,224,1,14226,11,19,0.0,65,,,,,1,,,,Not classified,not classified
3,578,251,25,14227,17,20,0.0,55,,,,,32,,,,Accident,retired
69,578,231,64,14228,12,21,0.0,53,,,,,24,,,,Fuel system,retired
